phase,R,V,H,Uc,L,Lr,Lc
0,1.1240091025155448,4.075442240625282e-13,0.9364011339856697,0.9641917130635599,0.9992973359750424,0.8585657607770607,0.1407315751979817
0.001953125,1.124003458716054,-0.0022516680733844574,0.9364206994287804,0.9639344316947016,0.9992857588004352,0.8586611617717789,0.14062459702865637
0.00390625,1.1239865262839404,-0.004503640082100782,0.9364477233217141,0.9636785164687622,0.9992736335029738,0.8587440750843848,0.14052955841858905
0.005859375,1.1239583033714602,-0.006755838118990538,0.9364822115026962,0.9634240018680145,0.9992609709778362,0.858814517816945,0.14044645316089122
0.0078125,1.1239187883579465,-0.00900818441007979,0.9365241695615588,0.9631709222829861,0.9992477824013559,0.8588725042710713,0.14037527813028466
0.009765625,1.1238679811257524,-0.0112606009616562,0.9365736015217235,0.9629193115128483,0.9992340761020855,0.8589180443057749,0.14031603179631055
0.01171875,1.1238058821679169,-0.013513009292462509,0.9366305107983359,0.9626692031222669,0.999219859991695,0.8589511447120662,0.14026871527962884
0.013671875,1.1237324919792406,-0.015765330913652273,0.936694900805221,0.962420630675326,0.9992051429188287,0.8589718098488918,0.14023333306993696
0.015625,1.1236478110545194,-0.018017487336532283,0.9367667749562077,0.9621736277360928,0.9991899346753488,0.8589800416390887,0.14020989303626008
0.017578125,1.1235518398885536,-0.020269400072256086,0.936846136665121,0.9619282278686517,0.9991742460038026,0.8589758395667991,0.1401984064370034
0.01953125,1.1234445792144068,-0.02252099063113036,0.9369329891014543,0.9616844645414169,0.9991580880346816,0.8589592003826169,0.14019888765206476
0.021484375,1.12332603129876,-0.024772179405301065,0.9370273338845271,0.9614423706358232,0.9991414693455148,0.8589301166577795,0.1402113526877353
0.0234375,1.1231961990153903,-0.027022885961417192,0.9371291720277548,0.96120197881085,0.999124398166656,0.8588885778925687,0.14023582027408737
0.025390625,1.1230550852395675,-0.029273029859184223,0.9372385045431607,0.9609633217250566,0.9991068837394245,0.8588345711582052,0.1402723125812193
0.02734375,1.1229026928465635,-0.03152253065830762,0.9373553324427674,0.9607264320370011,0.9990889363380855,0.8587680811006925,0.14032085523739304
0.029296875,1.122739024711649,-0.033771307918492866,0.937479656738598,0.9604913424052426,0.9990705672915762,0.8586890899442322,0.14038147734734394
0.03125,1.1225640839644286,-0.0360192810478409,0.9376114781913232,0.9602580853888737,0.999051788459885,0.8585975772456602,0.14045421121422477
0.033203125,1.1223778753259088,-0.03826636740200584,0.9377507959555922,0.9600266929640986,0.9990326091879249,0.8584935183791189,0.14053909080880603
0.03515625,1.1221804041301435,-0.04051248318546925,0.9378976085565072,0.9597971968954752,0.9990130385044533,0.8583768855753352,0.1406361529291181
0.037109375,1.121971675712441,-0.04275754459658797,0.9380519145177691,0.9595696289472633,0.9989930866111091,0.8582476486833158,0.14074543792779323
0.0390625,1.1217516954081093,-0.04500146783371883,0.9382137123630799,0.9593440208837224,0.9989727649201368,0.8581057751816353,0.14086698973850142
0.041015625,1.1215204685524618,-0.047244169095167855,0.9383830006161369,0.9591204044691181,0.998952086090909,0.8579512301879667,0.14100085590294234
0.04296875,1.1212780007569223,-0.04948556425636154,0.9385597775295601,0.9588988113643155,0.9989310634895875,0.8577839762134954,0.14114708727609204
0.044921875,1.1210242993106954,-0.051725566156408144,0.9387440396202792,0.9586792726496306,0.9989097077476645,0.8576039713171356,0.14130573643052893
0.046875,1.1207593721308347,-0.05396408616556513,0.938935782728261,0.9584618192028703,0.9988880291890162,0.8574111702863246,0.14147685890269157
0.048828125,1.120483227135422,-0.056201035648923266,0.9391350026921365,0.958246481901633,0.9988660395647897,0.857205525620996,0.14166051394379373
0.05078125,1.120195872242539,-0.05843632597157329,0.9393416953505371,0.9580332916235168,0.9988437521071051,0.8569869875520223,0.14185676455508278
0.052734375,1.1198973153702663,-0.060669868498605964,0.939555856542094,0.9578222792461201,0.9988211815811748,0.8567555040571274,0.1420656775240474
0.0546875,1.1195875647413287,-0.0629015740755678,0.93977748179978,0.9576134755393414,0.9987983436637238,0.8565110205587414,0.1422873231049824
0.056640625,1.1192666303729257,-0.06513134946452231,0.9400065647139063,0.95740691069155,0.9987752508130354,0.8562534774863108,0.1425217733267246
0.05859375,1.1189345229332026,-0.06735909964512428,0.9402430981282303,0.9572026146957254,0.9987519151810968,0.8559828118272576,0.14276910335383936
0.060546875,1.1185912530911175,-0.06958472959288552,0.9404870748853104,0.9570006175447019,0.9987283507006874,0.8556989584270983,0.1430293922735891
0.0625,1.1182368315156284,-0.0718081442833178,0.9407384878277055,0.956800949231314,0.9987045731555623,0.855401850014935,0.14330272314062734
0.064453125,1.1178712688756927,-0.07402924869193299,0.9409973297979743,0.9566036397483962,0.9986806002492146,0.8550914172261782,0.1435891830230363
0.06640625,1.117494576181346,-0.07624794704792975,0.9412635932809267,0.9564087189760341,0.9986564508263263,0.8547675881779174,0.14388886264840878
0.068359375,1.1171067663862873,-0.07846413837158459,0.9415372685291579,0.9562162162069233,0.9986321397527541,0.8544302851730158,0.1442018545797383
0.0703125,1.1167078531260926,-0.08067771958822104,0.9418183449580467,0.956026160543152,0.9986076815971578,0.8540794268723725,0.1445282547247853
0.072265625,1.1162978500369423,-0.08288858762009337,0.9421068119819763,0.9558385810867045,0.9985830931703817,0.8537149299985056,0.1448681631718761
0.07421875,1.1158767707550157,-0.08509663938945587,0.9424026590153297,0.9556535069395652,0.9985583936129058,0.8533367093681874,0.14522168424471835
