phase,R,V,H,Uc,L,Lr,Lc
0,1.0464736963508765,-6.530062982587712e-13,0.9821818978567962,0.9950437989333273,1.0011039790459832,0.7270979926991076,0.27400598634687573
0.001953125,1.0464709135948242,-0.0012040457349449547,0.9821620040951864,0.994995318744435,1.0009531432339807,0.7269813767626238,0.27397176647135696
0.00390625,1.0464625672189247,-0.0024080486596028713,0.9821450299033956,0.9949469160478529,1.0008021159373706,0.7268528514516563,0.27394926448571427
0.005859375,1.0464486583498742,-0.0036119003118563154,0.9821309779273005,0.9948985981005751,1.0006509238340564,0.7267124424079615,0.2739384814260949
0.0078125,1.0464291881143661,-0.004815492229290325,0.9821198508127723,0.9948503721595826,1.0004995952952254,0.7265601752767603,0.2739394200184651
0.009765625,1.0464041576390943,-0.006018715949371446,0.9821116512056841,0.9948022454818604,1.0003481603834565,0.7263960757035194,0.2739520846799372
0.01171875,1.0463735680507502,-0.007221463009684563,0.9821063817519092,0.9947542253243885,1.000196650851273,0.7262201693307332,0.27397648152053977
0.013671875,1.0463374208694805,-0.00842362497231621,0.982104044612972,0.994706318938893,1.0000450987162715,0.7260324811994707,0.27401261751680067
0.015625,1.0462957197571603,-0.009625093073536931,0.982104639373495,0.9946585335189893,0.999893530217945,0.7258330334115595,0.2740604968063856
0.017578125,1.046248469100869,-0.010825758291183284,0.982108164764673,0.9946108762291982,0.9997419708483177,0.7256218471703882,0.27412012367792954
0.01953125,1.0461956732882576,-0.012025511601971859,0.9821146195171544,0.994563354233948,0.9995904477876414,0.7253989436746967,0.2741915041129447
0.021484375,1.046137336706994,-0.013224243982265082,0.9821240023615858,0.9945159746976809,0.9994389899058316,0.7251643441180537,0.2742746457877779
0.0234375,1.0460734637447295,-0.014421846408779646,0.9821363120286164,0.9944687447848248,0.9992876277629638,0.724918069688144,0.2743695580748198
0.025390625,1.0460040588250747,-0.015618209864577954,0.982151547204136,0.9944216716595985,0.9991363934779802,0.7246601415095482,0.274476251968432
0.02734375,1.0459291277416218,-0.016813225024881483,0.9821697049385963,0.9943747624427473,0.9989853161477389,0.7243905788985999,0.2745947372491389
0.029296875,1.0458486780515208,-0.018006781855914707,0.9821907802166426,0.9943280241791859,0.9988344206806856,0.7241093990565101,0.2747250216241756
0.03125,1.045762717428131,-0.01919877024705634,0.9822147678906252,0.9942814639068728,0.99868373331037,0.7238166190716272,0.2748671142387428
0.033203125,1.0456712535448092,-0.020389080087684502,0.9822416628128955,0.9942350886637672,0.9985332819667337,0.7235122560410973,0.2750210259256365
0.03515625,1.0455742940749395,-0.02157760126682595,0.9822714598357969,0.9941889054878417,0.9983830962785497,0.7231963270728825,0.2751867692056672
0.037109375,1.0454718466918795,-0.022764223673858962,0.9823041538116808,0.9941429214170555,0.9982332075762225,0.7228688492875583,0.2753643582886641
0.0390625,1.0453639194854818,-0.023948837084573613,0.982339739098102,0.9940971434750109,0.9980836474725676,0.7225298392880125,0.27555380818455516
0.041015625,1.0452505227368594,-0.02513133025394338,0.9823782075035917,0.9940515785819191,0.997934442058615,0.7221793111769882,0.27575513088162684
0.04296875,1.0451316674450504,-0.02631159147244232,0.9824195500181656,0.9940062336156209,0.9977856168425334,0.7218172783519538,0.2759683384905797
0.044921875,1.0450073646094702,-0.027489509029954527,0.9824637576314692,0.9939611154538751,0.9976371990413324,0.7214437542516592,0.27619344478967317
0.046875,1.0448776252295449,-0.02866497121624761,0.9825108213331442,0.9939162309744448,0.9974892175857069,0.7210587523604982,0.2764304652252086
0.048828125,1.044742460304687,-0.02983786632120448,0.9825607321128373,0.993871587055089,0.9973417031243654,0.7206622862127274,0.27667941691163794
0.05078125,1.044601880874578,-0.031008082626304004,0.9826134809118767,0.9938271905724488,0.9971946878889555,0.7202543693432656,0.27694031854568996
0.052734375,1.0444558994144104,-0.03217550765004873,0.982669057013378,0.9937830483293874,0.9970482011519823,0.7198350137685229,0.2772131873834595
0.0546875,1.0443045301922669,-0.03334002769594104,0.9827274476654523,0.9937391670182707,0.9969022682286494,0.7194042297956239,0.27749803843302545
0.056640625,1.0441477875889922,-0.03450152896678168,0.9827886399915671,0.9936955533227967,0.996756915819769,0.7189620277275016,0.2777948880922674
0.05859375,1.0439856859854764,-0.0356598976650286,0.9828526211151724,0.9936522139266752,0.9966121723583864,0.7185084179648689,0.27810375439351753
0.060546875,1.0438182397625646,-0.036815019993482856,0.9829193781597353,0.9936091555136038,0.9964680680150949,0.7180434110123614,0.27842465700273356
0.0625,1.0436454633010992,-0.0379667821549442,0.9829888982487247,0.99356638476728,0.996324634703897,0.7175670174850733,0.27875761721882364
0.064453125,1.0434673714312444,-0.039115070091377165,0.9830611679884619,0.993523908347223,0.9961819046274556,0.7170792476358522,0.27910265699160347
0.06640625,1.0432839812633552,-0.04025976808891996,0.983136171414666,0.9934817327637384,0.9960399045780439,0.7165801096921071,0.2794597948859369
0.068359375,1.0430953106289458,-0.04140075981221565,0.9832138917658594,0.9934398644722313,0.9958986609043137,0.7160696114344217,0.27982904946989196
0.0703125,1.042901377359781,-0.04253792892543013,0.9832943122803294,0.9933983099280539,0.9957582017053004,0.7155477608088375,0.2802104408964629
0.072265625,1.0427021992876842,-0.043671159092393774,0.9833774161963393,0.9933570755865702,0.9956185568369607,0.7150145659352717,0.2806039909016889
0.07421875,1.0424977942444211,-0.044800333977272865,0.9834631867521767,0.9933161679031324,0.9954797579183692,0.7144700351154653,0.281009722802904
0.076171875,1.042288180107669,-0.04592533721838049,0.9835516071325847,0.9932755933308737,0.9953418381853965,0.7139141767894391,0.2814276613959574
0.078125,1.0420733762839163,-0.047046051265921124,0.9836426588101846,0.993235358217095,0.9952048278864916,0.7133469982303419,0.28185782965614964
0.080078125,1.0418534040278251,-0.04816235695507988,0.9837363212263226,0.9931954687640429,0.9950687534621689,0.7127685054807765,0.28230024798139247
0.08203125,1.04162828470442,-0.04927413500898205,0.9838325737044342,0.9931559311637558,0.9949336428019258,0.7121787047605111,0.28275493804141455
0.083984375,1.0413980396787235,-0.05038126615075118,0.9839313955679561,0.9931167516082714,0.994799525566874,0.7115776025465087,0.28322192302036525
0.0859375,1.041162690315827,-0.05148363110318417,0.9840327661402951,0.9930779362896394,0.9946664331958754,0.7109652055829246,0.2837012276129508
0.087890625,1.0409222579807533,-0.052581110589405025,0.9841366647448878,0.9930394913998981,0.9945343989118176,0.7103415208904958,0.2841928780213218
