phase,R,V,H,Uc,L,Lr,Lc
0,1.1751907438048974,-1.2481910036804544e-12,0.8727429879717176,0.9371337063617966,1.0003540622288563,0.9551093558204157,0.045244706408440534
0.001953125,1.1751842736772444,-0.002593889369783001,0.872730897344142,0.9366838420848531,1.0001615022971673,0.9549799328259336,0.04518156947123367
0.00390625,1.1751648632957403,-0.005187766190617588,0.872727838283276,0.9362366687716911,0.9999689499260809,0.9548460967095361,0.0451228532165448
0.005859375,1.1751325125904075,-0.007781598544659969,0.8727338101652231,0.9357922256051009,0.9997763882736308,0.9547078412369692,0.045068547036661674
0.0078125,1.1750872217730113,-0.010375354559316105,0.8727488128939039,0.9353505513436267,0.9995838028819437,0.954565161305557,0.04501864157638674
0.009765625,1.1750289915397445,-0.012969001990540626,0.8727728472732418,0.9349116840778028,0.9993911855791097,0.9544180569449084,0.04497312863420122
0.01171875,1.1749578226345927,-0.015562508500951654,0.872805914195008,0.9344756618400004,0.9991985259974534,0.9542665246143085,0.04493200138314493
0.013671875,1.1748737158015428,-0.018155841753167326,0.872848014550974,0.9340425226625912,0.9990058106539116,0.9541105562609872,0.04489525439292438
0.015625,1.1747766717828845,-0.020748969418890102,0.8728991492304995,0.933612304578959,0.9988130229255794,0.9539501392951704,0.04486288363040898
0.017578125,1.1746666914762578,-0.023341859153232863,0.8729593194243799,0.9331850453895182,0.9986201461886178,0.9537852598100205,0.04483488637859734
0.01953125,1.1745437764089341,-0.02593447753011958,0.8730285274449189,0.9327607821232515,0.9984271725637844,0.9536159115479544,0.044811261015829974
0.021484375,1.1744079282396647,-0.028526790805628012,0.8731067758295225,0.9323395516637768,0.9982340934688394,0.9534420862083286,0.04479200726051086
0.0234375,1.1742591486272,-0.031118765235835913,0.8731940671155971,0.9319213908947112,0.9980408972152177,0.9532637709803062,0.04477712623491147
0.025390625,1.174097439230292,-0.033710367076821034,0.8732904038405486,0.9315063366996719,0.9978475690144829,0.9530809485458351,0.04476662046864778
0.02734375,1.173922801708125,-0.036301562590061336,0.8733957885437597,0.9310944259604598,0.9976540910030591,0.9528935971004624,0.04476049390259675
0.029296875,1.1737352379799089,-0.03889231763367609,0.8735102242434323,0.9306856952284343,0.9974604472397482,0.9527016954723111,0.04475875176743712
0.03125,1.1735347506446534,-0.04148259621331375,0.873633715054553,0.9302801803553559,0.9972666306286126,0.9525052302205561,0.0447614004080565
0.033203125,1.1733213424103688,-0.04407236191778594,0.8737662652447027,0.9298779171055204,0.9970726327292355,0.9523041851769776,0.04476844755225791
0.03515625,1.1730950159850648,-0.04666157833590429,0.873907879081462,0.9294789412432237,0.9968784420274284,0.9520985396636112,0.04477990236381715
0.037109375,1.172855774076729,-0.049250209056716336,0.8740585608324252,0.9290832885327255,0.9966840439463469,0.9518882684957989,0.04479577545054802
0.0390625,1.1726036193936071,-0.05183821767265939,0.8742183147669309,0.9286909947370641,0.9964894208733218,0.9516733420003393,0.04481607887298256
0.041015625,1.1723385549112886,-0.054425567086679574,0.8743871456077341,0.9283020953316939,0.9962945570077917,0.9514537309768234,0.04484082603096825
0.04296875,1.1720605843565723,-0.05701221752437647,0.8745650591165596,0.9279166251650697,0.9960994453774731,0.9512294139011046,0.04487003147636848
0.044921875,1.1717697115855346,-0.05959812864085852,0.8747520611990529,0.9275346190045793,0.9959040777593783,0.9510003665665492,0.04490371119282914
0.046875,1.1714659404542231,-0.062183260091469725,0.8749481577608775,0.9271561116175745,0.9957084429144969,0.9507665602554831,0.04494188265901373
0.048828125,1.17114927481877,-0.06476757153084722,0.8751533547076433,0.9267811377715113,0.9955125266041813,0.9505279617426612,0.04498456486152011
0.05078125,1.1708197185366453,-0.06735102261143393,0.8753676579480503,0.9264097322319268,0.9953163116380427,0.9502845333299739,0.045031778308068864
0.052734375,1.1704772758122037,-0.06993357172643051,0.87559107387481,0.9260419294782237,0.9951197833606741,0.9500362384663394,0.0450835448943346
0.0546875,1.1701219516178603,-0.07251517404835406,0.8758236097504584,0.9256777634792693,0.9949229348201808,0.9497830470644288,0.04513988775575191
0.056640625,1.169753751026255,-0.07509578424209407,0.8760652729102674,0.9253172681621642,0.9947257572021815,0.9495249256455343,0.04520083155664725
0.05859375,1.1693726791099934,-0.07767535697277504,0.876316070689533,0.9249604774539768,0.9945282387651935,0.949261836220847,0.04526640254434642
0.060546875,1.168978740941785,-0.08025384690481627,0.876576010423482,0.9246074252818735,0.9943303648629715,0.9489937362955875,0.04533662856738404
0.0625,1.168571941701537,-0.08283120825547491,0.8768450995745861,0.9242581455001704,0.9941321194969714,0.9487205804462511,0.04541153905072035
0.064453125,1.1681522873447716,-0.0854073917590932,0.8771233463686986,0.9239126715173336,0.9939334936887622,0.9484423289365126,0.04549116475224958
0.06640625,1.1677197841562756,-0.08798234654101526,0.8774107592729395,0.9235710365950379,0.9937344791835279,0.9481589412191781,0.045575537964349794
0.068359375,1.167274438421263,-0.09055602171946253,0.8777073467515831,0.9232332739963695,0.9935350648805202,0.9478703722211164,0.04566469265940388
