frame,gammac,zetac,m,maxStep,period,firstPeriod,secondPeriod,r21,phi21,r31,phi31,phi1,phi2,phi3,amplitude1,amplitude2,amplitude3,status,message,phaseRows
36,0.24,10,10,0.02,2.478754491623306,2.478746884950965,2.478762098295647,0.14099039880403672,0.8611875385877115,0.06839750710962372,3.2473981701662193,3.4104942844634833,1.398990800335092,0.9125104091974974,0.12636610592794933,0.017816407670094726,0.008643126628622379,complete,complete,251
37,0.23,10,10,0.02,2.48189556543457,2.4818807744287597,2.4819103564403804,0.14968026321036035,0.7637381832826282,0.05506146503812306,3.226836215874851,3.405709087587518,1.291971051278077,0.8775928642782329,0.12923501799787107,0.019343931509917,0.007115869425190982,complete,complete,252
38,0.22,10,10,0.02,2.4849297612585133,2.484964250556345,2.4848952719606814,0.16051313579271445,0.6890049376384146,0.04293207007827746,3.1542597062719846,3.40275274597938,1.2113251224175885,0.7961473298509514,0.13219500104826076,0.02121903415437751,0.005675405049001893,complete,complete,251
39,0.21,10,10,0.02,2.4878779533584634,2.487877963127744,2.487877943589183,0.17206170686533265,0.626776261429165,0.0315228962251469,3.01179212373912,3.3995654901746564,1.1427219345988915,0.6441179799039167,0.1350155296484262,0.023231002484635138,0.004256080529890583,complete,complete,252
40,0.20,10,10,0.02,2.4907228913324957,2.490736848404481,2.4907089342605104,0.18456540245598374,0.5775603863211778,0.022287327127967507,2.684520227938778,3.396981847829966,1.0883387748015236,0.3090951570695042,0.13781944273027577,0.02543670091377275,0.0030716270047238393,complete,complete,252
41,0.19,10,10,0.02,2.493483703155732,2.4934455584921125,2.493521847819352,0.19737594842574663,0.5399772584659353,0.018861562432627817,2.1143620854171896,3.395112084095373,1.0470161194770942,6.016513030523723,0.14058315518638562,0.02774773358759678,0.0026516179585238174,complete,complete,253
42,0.18,10,10,0.02,2.496128978029901,2.496124562425962,2.4961333936338406,0.21092202340174537,0.5111697531640518,0.023901064784238292,1.5697158964991198,3.3936602418658954,1.0153049297162564,5.46751131491722,0.14335519100916233,0.030236766952796215,0.0034263417074668436,complete,complete,253
43,0.17,10,10,0.02,2.4987084440657554,2.49870681045752,2.498710077673991,0.224732691510149,0.49030712614749206,0.033829687795763445,1.2994011617973111,3.3930945608972687,0.9933109407624432,5.195499537309532,0.14615166001957933,0.0328450559248763,0.004944265029294931,complete,complete,253
44,0.16,10,10,0.02,2.5011580911854026,2.5011833456378554,2.5011328367329497,0.23808541115219312,0.4733112623661615,0.044698900163523736,1.166474440818135,3.3924397190383977,0.9750053932633707,5.060608290753741,0.14880470792945732,0.03542823006876686,0.006651406783601122,complete,complete,252
45,0.15,10,10,0.02,2.5035228218133057,2.503543028284639,2.503502615341972,0.2515763770928316,0.4615606872898024,0.056509827873878975,1.1042021488983425,3.392292225902967,0.9629598319161499,4.997893519427657,0.15146750044330445,0.0381056450088334,0.008559402378537822,complete,complete,254
46,0.14,10,10,0.02,2.5057939219030914,2.5057931344204007,2.505794709385782,0.264775821207117,0.45342585662580515,0.06822208951545584,1.0758698575918473,3.3927953065430865,0.9558311625323919,4.971070470041521,0.15408954699551375,0.040799186345169804,0.010512310868523979,complete,complete,254
47,0.13,10,10,0.02,2.507962778307842,2.5079611721588435,2.507964384456841,0.27788938622496834,0.4482505216126409,0.08010536476334618,1.0660354656358013,3.3938068060408777,0.9526788265148101,4.964270576578848,0.1566898894269881,0.04354245720052388,0.012551700747277262,complete,complete,253
48,0.12,10,10,0.02,2.5100485178907093,2.5100609289563636,2.510036106825055,0.2906592203325501,0.4453982273349659,0.09181310294187572,1.064849510985617,3.3950836212509103,0.9523801626572004,4.966915067558762,0.15924224293458408,0.04628522617537274,0.014620524443248151,complete,complete,254
49,0.11,10,10,0.02,2.512036461519415,2.5120447031411004,2.5120282198977293,0.30299053851631813,0.44502435467604773,0.10321589987235107,1.070093363589252,3.3971682386130047,0.9561755247224708,4.978412772248679,0.161803361864834,0.04902488774517674,0.01670067959725049,complete,complete,255
50,0.10,10,10,0.02,2.51393268528534,2.5139326473508845,2.5139327232197957,0.3154882975872154,0.445143542179645,0.11486297514074421,1.0814436047589506,3.3992171963264153,0.9603926276528894,4.995909886558611,0.1642639050545884,0.05182333976070008,0.018867840842806755,complete,complete,255
51,0.09,10,10,0.02,2.5157398278731193,2.5157398617268427,2.515739794019396,0.32726530771114587,0.44667016241029156,0.12585381892143713,1.0928081022934837,3.4021792185525093,0.9678432923357239,5.016160450771425,0.16670707098986368,0.05455744088512157,0.02098072152528147,complete,complete,254
52,0.08,10,10,0.02,2.5174552947948428,2.5174571875645597,2.517453402025126,0.33860642582683875,0.4496869017283638,0.13649417509085246,1.1058291802582634,3.405045526667534,0.9765926478838454,5.037780453081279,0.16908602102843792,0.05725361323772107,0.02307925695967117,complete,complete,255
53,0.07,10,10,0.02,2.5190898499614605,2.5190936891070805,2.5190860108158404,0.3503191663955342,0.4533720941125088,0.14772669738545913,1.1233892712032887,3.4090420398988655,0.9882708667306535,5.067330083720298,0.17152285540550494,0.06008774372343823,0.025338504955178892,complete,complete,255
54,0.06,10,10,0.02,2.520628735019386,2.520633196160361,2.5206242738784113,0.3611218988352049,0.4566619630710802,0.1578572239627728,1.1381146156912019,3.4129789085073456,0.9994344729061853,5.0938660340336535,0.17375465165440654,0.06274660973688886,0.027428426960783223,complete,complete,254
55,0.05,10,10,0.02,2.522098255892729,2.5220984864170077,2.52209802536845,0.37208206462562016,0.4628518236227812,0.16871783004055171,1.1563664869233383,3.418313822063129,1.016294160569453,5.128122645933138,0.17624772640105002,0.06557861792487411,0.029736133947966016,complete,complete,255
56,0.04,10,10,0.02,2.5234810436851944,2.523481079076987,2.523481008293402,0.3825018015395033,0.4678763783800157,0.17870733572258,1.1731419290346157,3.4231814222838564,1.0310539157681422,5.159500888706598,0.1784687554579361,0.06826462048117363,0.03189367579761242,complete,complete,256
57,0.03,10,10,0.02,2.5247975037778474,2.5248021516014205,2.5247928559542743,0.3924169543358351,0.4725477150350317,0.18812801490135836,1.188451136041257,3.4289200276589917,1.047202463173429,5.1920259118386465,0.18061740265919257,0.07087733105156951,0.03397919341891322,complete,complete,255
58,0.02,10,10,0.02,2.5260088237910736,2.5259690231914647,2.5260486243906826,0.4026107093427151,0.4780070383279149,0.19810005436557448,1.20723304076658,3.4354810081830305,1.0657837475143896,5.230490758136085,0.18281283136436982,0.07360240371255909,0.03621523183200626,complete,complete,255
59,0.01,10,10,0.02,2.52715515529718,2.527183830822082,2.527126479772278,0.41160664280407405,0.48480968070532526,0.20684383503699752,1.2214058282636229,3.4419059141185206,1.0854362017627803,5.263938263439598,0.1849474229527234,0.07612558785683562,0.03825523424375093,complete,complete,256
60,0.00,10,10,0.02,2.5282098391479053,2.528240512585171,2.5281791657106396,0.42152539539424455,0.4910972205573332,0.2168513099450467,1.240817581935863,3.4502662291490274,1.1084443716758017,5.308430962203358,0.18718469864023543,0.07890310410607775,0.040591247101803854,complete,complete,256
