Phase,tau,R,V,P,L
0.2973196478460972,7.128607610742395,1.6282690334840833,0.10635532390846976,0.6367526035732302,1.0308428811540542
0.3056422177575818,7.167513124127717,1.632127792152619,0.09202064705355611,0.6349170193376624,1.027060340286395
0.31426813732200115,7.207836705983259,1.6355398750812913,0.07722387952867299,0.6332600870643824,1.0232580758082623
0.32325183910683614,7.249832812204887,1.6384603567379514,0.06186792535795055,0.6317940992376727,1.019407123480292
0.3326636424205986,7.293830164428784,1.640829363928991,0.04582777108201912,0.6305365549054677,1.015471880589374
0.3425519937647715,7.340055235491102,1.6425590233944214,0.02901405202816595,0.6295164777632715,1.0114249088111513
0.34915446602383016,7.370919809244523,1.6432814845386254,0.017802358448249466,0.6290047746913572,1.008761747220532
0.3536557053855302,7.391961750627977,1.6435757024126072,0.010162953098652523,0.6287329643575951,1.0069600811047406
0.35636879215569023,7.404644615989834,1.6436754035886283,0.005559315033018948,0.6285991528550534,1.0058785584525696
0.35798539007456553,7.412201725469286,1.6437070516816799,0.0028164141531566095,0.6285301271119789,1.0052354452546386
0.3587145215481416,7.415610196002616,1.643714543030104,0.0015793117401536924,0.6285016071677683,1.0049456549592364
0.3594436530217177,7.419018666535946,1.6437178177640823,0.000342215790980555,0.6284747103023642,1.0046559983748926
0.3595880454624784,7.419693657806251,1.6437179660749963,9.72296378129104e-05,0.6284695763104159,1.0045986459805698
0.3597324379032391,7.420368649076556,1.643717949022391,-0.00014775653646461993,0.628464505951163,1.0045412948374877
0.35989148739738847,7.421112157666975,1.6437177388446038,-0.0004176109572200867,0.6284589945432882,1.0044781424008253
0.36026405419872887,7.422853795506085,1.643716461052732,-0.0010497343337978896,0.6284463863679199,1.0043302771334917
0.36099177539195393,7.426255673402566,1.6437107898228895,-0.002284443153419943,0.6284229797015569,1.0040416787808566
0.36228683681000284,7.432309696363093,1.643690308418825,-0.00448177865532194,0.6283853138837221,1.0035286917315829
0.36441784745433403,7.442271530751877,1.6436276515944508,-0.008097639903690258,0.6283344369568789,1.0026859590798183
0.36772327699681384,7.457723420574001,1.6434591919157984,-0.013706951054349326,0.628282795399666,1.0013813746708462
0.3726252931437978,7.480638872994337,1.643049754347949,-0.022028319456366564,0.628267144693092,0.9994503018961243
0.3796687993228216,7.513565147791916,1.6421274898198444,-0.03399373162255769,0.6283718406615387,0.9966778227391807
0.3896425877372463,7.56018961148363,1.64014707817246,-0.050964191354328156,0.6287764646394718,0.9927425194595195
0.40380968511065257,7.626416534459864,1.6359715796503767,-0.07515146801685514,0.6298691734759987,0.9870966409331988
0.4191063716219118,7.697923947211498,1.629659563035873,-0.10142124992219978,0.631737746559485,0.9808655001033535
0.4342878501878014,7.768892797438775,1.6215305332491943,-0.12770613649566034,0.634311742927361,0.974468809986434
0.446489778136194,7.825933143890876,1.613639009345387,-0.14902520400731048,0.6369125635889763,0.9691197799028821
0.45869170608458665,7.882973490342978,1.6045257283391114,-0.17054976522215468,0.6400010201354026,0.9635371044581975
0.46989048589316085,7.935324420689687,1.595075666151076,-0.19051323313219753,0.6432779110075519,0.9581658573274391
0.4803485273870393,7.984212622008714,1.5853019716972034,-0.209360047363374,0.6467331779400408,0.9528983318905307
0.4903108531510952,8.030783501254506,1.5751299030024883,-0.22751721759519278,0.6503920029877401,0.947619914918918
0.4999092098493058,8.07565293449099,1.5645250200392147,-0.24521781835432313,0.6542685399471828,0.9422605439123201
0.5092272550241171,8.11921199558982,1.5534654866206985,-0.2626132678538944,0.6583742765165556,0.9367675762807229
0.5183237064246256,8.16173517238321,1.54193343274924,-0.2798131588986037,0.6627206011521449,0.9310960152524036
0.5272426495890848,8.203428551514692,1.5299116146687834,-0.29690299524242864,0.6673198060167416,0.9252039753688074
0.5360189328256222,8.244455038352767,1.5173817876552305,-0.31395350882536494,0.6721856224598487,0.9190500796527951
0.544681305489246,8.284949027492852,1.504323731250341,-0.331026124025491,0.677333604968678,0.9125916827544748
0.5532543980055932,8.325025658773303,1.4907145245331364,-0.3481764537755763,0.6827814837657702,0.9057834518194572
0.5617600625061265,8.364787084342094,1.4765278880107635,-0.3654567162311384,0.6885495443812139,0.8985760674713807
0.5702183454196775,8.404327015230015,1.4617334894570704,-0.3829175351238062,0.694661072465969,0.8909148991905933
0.5786482474275042,8.4437342739122,1.4462961391313471,-0.4006093863941208,0.701142898440295,0.8827385442225452
0.5870683690762549,8.483095812354726,1.4301748029410093,-0.41858385243425866,0.7080260817280843,0.873977125216994
0.5954975127317074,8.522499525967449,1.4133213488149245,-0.43689479172564966,0.7153467868264414,0.8645502285934497
0.6039553011755826,8.562037145358225,1.3956789119831412,-0.45559950255017084,0.7231474249265325,0.8543643341851337
0.6124628757252936,8.601807499832947,1.3771797129202774,-0.474759943318093,0.731478169913559,0.8433095320788436
0.621043752827867,8.64192052171472,1.3577420738298962,-0.49444406169711347,0.7403990154539728,0.8312552330079392
0.6297249535221013,8.682502526240045,1.3372662279055363,-0.5147272740574919,0.7499826384739008,0.8180444306181199
0.6385385889792647,8.72370362348512,1.3156282446290815,-0.5356941156524796,0.7603185093037849,0.8034858213968873
0.6475242188906928,8.765708743119164,1.2926708861305567,-0.557440028576335,0.771519015500144,0.7873426363190917
0.6567325679665312,8.80875500791922,1.268189202828536,-0.5800731086950551,0.7837290124323172,0.7693161833765743
0.6662317524997423,8.853160841085788,1.241906562109206,-0.6037152024679221,0.7971415727816885,0.7490203837765387
0.6761184091368011,8.89937798990161,1.2134321542762454,-0.6285002789845334,0.8120257217489611,0.7259400063864444
0.6865386572494645,8.948089518520453,1.1821812207879703,-0.6545617114616878,0.8287785022349331,0.6993585936596783
0.6977247434791861,9.000381110200475,1.1472325784235509,-0.6819629858128291,0.8480203123471677,0.6682452701251068
0.7099766338157457,9.057655015803448,1.1073521503032473,-0.7102251398750438,0.8706115688364718,0.6313770710916216
0.722822970924758,9.117707781435053,1.0639065516787538,-0.7357209001229014,0.8959616237670076,0.5905341183641261
0.7329374914872947,9.164990125628865,1.028750448285328,-0.7502816734184706,0.9170192643042175,0.5581702414185126
0.7411068765031318,9.203179545659438,0.9999640159369003,-0.7562042731360218,0.9346214778648876,0.5332420303201988
0.7480363590411826,9.235572794199827,0.9754665568302323,-0.7552104653720311,0.9498670934819216,0.5140884770604478
0.754090081663217,9.263872128300653,0.9541786597898105,-0.748166996164219,0.9633347422647431,0.4997982460761521
0.7594850024854765,9.289091761958945,0.9354546436825092,-0.7355982565516673,0.9753782468396341,0.48975129287862973
0.7648799233077359,9.314311395617237,0.9171380438793753,-0.7155969537765017,0.9873836487918828,0.48295770086837464
0.7697600660093421,9.337124596253451,0.9010927854219523,-0.6897178270448867,0.9981411481103502,0.480175260186868
0.7741842031227566,9.357806107795568,0.8871357459436975,-0.6587061574060431,1.0077522660943137,0.4807688369861175
0.7782447749756644,9.37678806099699,0.8749593076531907,-0.623023288757666,1.0164114551889287,0.4840772351320096
0.7820106194608045,9.394392252320332,0.8643329139184305,-0.5830892453821077,1.0242708046099698,0.4894993220809152
0.7855325270078186,9.410856111761529,0.8550844897254847,-0.5393303025737768,1.0314487360658753,0.49647800307680745
0.788848711577056,9.426358278101835,0.8470814908377013,-0.4921981966416478,1.0380401211168961,0.5044945421920252
0.7919881570079857,9.44103424208106,0.8402186033832846,-0.4421825607241981,1.044122508227774,0.5130710955930156
0.7949726558801257,9.454985877459729,0.8344093296942156,-0.38981980571641084,1.0497599050304813,0.5217778796757031
0.7978180517227533,9.4682872479762,0.8295797268397567,-0.335699194749074,1.055005048283371,0.5302424974088042
0.8005349549498791,9.480987954127517,0.8256633570513149,-0.280466363576905,1.059900651159855,0.5381591465002413
0.8031290615820087,9.49311462309788,0.8225969345894747,-0.2248248381501207,1.0644798696135216,0.5452951341551058
0.8056010891128966,9.50467060895498,0.8203163811480665,-0.1695374573379827,1.0687660468608322,0.5514914656209986
0.8079461826221366,9.515633216404833,0.8187530830340465,-0.11543304092967838,1.0727715516614265,0.5566528088841554
0.8101519796163352,9.525944654505782,0.8178301075468667,-0.0634395649938861,1.0764944631757283,0.5607160521223984
0.8113465712879911,9.531529011593305,0.8175552578334038,-0.03496698299917425,1.078496099184887,0.5625123205948276
0.8120672448290401,9.534897943833698,0.8174665012470038,-0.017716652187890532,1.079699720917003,0.5634080402894288
0.8123834876228312,9.536376283863005,0.8174459141069572,-0.010133897153448403,1.08022712801472,0.563738007781161
0.8126997304166222,9.537854623892311,0.8174365416683251,-0.002544825087322183,1.0807541598933839,0.5640080988345566
0.8127826017412533,9.538242022431943,0.8174359411826527,-0.0005552101208729284,1.0808922181689753,0.5640619987912404
0.8128469454927784,9.538542810134881,0.8174360065399694,0.0009898172584787235,1.080999400148283,0.5640969609504592
0.8129073679447284,9.538825266940666,0.8174364910452566,0.0024408607052003603,1.0811000413429979,0.5641382922697025
0.8130658701559651,9.539566217147929,0.8174397099993426,0.006248030770329309,1.0813639956158063,0.564271397703028
0.8133697341481168,9.540986689999428,0.8174537704321693,0.013549307173552266,1.0818697656322531,0.564595202183616
0.8139111654197354,9.543517718492938,0.8175045338687162,0.026564427383915214,1.0827699090085328,0.565335126028825
0.8148007890256689,9.547676441516794,0.8176594818105984,0.0479514595824033,1.084245245321871,0.5669031466453889
0.8161710549010966,9.55408202271646,0.818072040691754,0.08084507974434518,1.0865063218941735,0.5700244310866293
0.8180043656469493,9.562652199539341,0.8189527227757295,0.1246166972772317,1.0895043744069948,0.575377763560557
0.8200555622344027,9.572240927196525,0.8203802930093104,0.1730196266795237,1.0928131421142877,0.5828686728352461
0.8222460245448809,9.582480680259188,0.8224125744432723,0.22372273346141885,1.096281701618643,0.5926092191349744
0.8245546924975297,9.593273009177938,0.8251090558952008,0.275701439528757,1.0998502834411166,0.6048875349347638
0.8269708327334245,9.604567738725203,0.8285211439920325,0.32812349425340587,1.1034708345847903,0.6200771097089895
0.8294888297502457,9.616338618115108,0.8326928718698329,0.38024351066005213,1.107096668328868,0.638633321678618
0.8321069582278054,9.628577581994238,0.8376629585876171,0.4313895584996399,1.1106781569343445,0.6610971147551497
0.8348268251885853,9.64129214270978,0.8434669908806237,0.48096142652596807,1.1141589218496997,0.6880960815701909
0.8376530543681666,9.654503914836134,0.8501395245395785,0.5284299391800129,1.1174717004551757,0.7203395551724168
0.8405930927811897,9.668247710928899,0.8577159862362228,0.5733347417618405,1.1205335762722377,0.7586034299249187
0.8436570952230982,9.682571001605236,0.8662342928199075,0.6152802465097543,1.1232404197480756,0.8036984126510486
0.8468578738050477,9.697533679634729,0.8757361526414256,0.6539303499018378,1.1254605319098656,0.8564128935634507
0.8502109240478806,9.713208181920876,0.8862680922406405,0.6890028780001964,1.1270277008000666,0.9174193857864603
0.8537345914502904,9.729680268157209,0.8978824535048321,0.7202648559748757,1.1277342079433232,0.9871334810885787
0.8574505913325117,9.747051450940319,0.9106391893655933,0.7475297505417815,1.1273246576239258,1.0655206598906828
0.8613854581415963,9.765445770836514,0.9246107353221764,0.7706573169873937,1.125491318072524,1.1518648786117052
0.8655739994052222,9.785025942577949,0.9398943140085508,0.7895532935424437,1.1218698318077094,1.24453985540432
0.8700642718423183,9.806016616884465,0.9566302594873518,0.8041545503350814,1.1160329248411713,1.3407950882695792
0.8749023443132414,9.828633151834435,0.9749427270022379,0.8143627015565452,1.1075243185146584,1.436170427862573
0.8799743333770941,9.85234317656389,0.9943272721072635,0.8199935648082906,1.096302567925465,1.5222025650661455
0.8849105036017334,9.875418289033888,1.0132721941023828,0.8214356478200165,1.0833959735658183,1.589081927020764
0.8896287470037193,9.89747465909548,1.031377087122035,0.8198224586254583,1.069548175041434,1.636294948662496
0.8942365333831684,9.919014675769294,1.0489983116014272,0.8159833063823727,1.054919430225864,1.6669609172394
0.8988337870932427,9.94050545537887,1.0664769462410546,0.8103694375353396,1.0395432028252607,1.6836631739826233
0.9035079616515345,9.962355816838977,1.0841079633915016,0.8032109723577542,1.0234023796119474,1.6883777264395599
0.908355165151197,9.985015036604409,1.102212314215838,0.7945761197006715,1.0064026884029014,1.682613123348403
0.9135150509979834,10.0091359523809,1.1212566765356915,0.7843433107253869,0.9882847627210809,1.6673401930662721
0.9192836942835351,10.036102626250647,1.1422427434574112,0.7719607679146105,0.9682820870960513,1.6423984284398454
0.9254498904864403,10.064927740543482,1.1642942250498505,0.7579486443877774,0.9474543826095407,1.6099967859192874
0.9308404703210336,10.09012708138891,1.1832347995038919,0.7452562995492644,0.9298659313788221,1.57909710573887
0.9362310501556268,10.11532642223434,1.2018519574746518,0.7323006730161618,0.9129408550153926,1.547322746494214
0.9413272797331679,10.13914976408096,1.2191504023314033,0.7199095246185544,0.8975903023185834,1.5174044894655658
0.9462499308095893,10.162161678595574,1.2355785237180972,0.7078775504184248,0.8833779179827578,1.4891860970496962
0.951072346263914,10.184705021697914,1.2514034539144048,0.6960800876237015,0.8700415231496406,1.4625352541561234
0.9558337585529523,10.206963193334127,1.2667675074868359,0.6844583769677551,0.8574347310351693,1.437389474146088
0.9605585524114822,10.229050184811635,1.2817582507421155,0.6729798699169052,0.845461472130772,1.413695325299713
0.9652631932502027,10.251042966977561,1.2964339331399886,0.6616248082479128,0.8340524668165271,1.3913959053733453
0.9699594028222872,10.272996335505578,1.3108352228579836,0.6503804297402621,0.8231545098507104,1.3704292070813222
0.9746558361824135,10.294950750175442,1.3249914356679366,0.6392380846949172,0.8127248664606964,1.3507292659514978
0.9793590547981544,10.31693688387632,1.338924163289608,0.6281916607442195,0.8027280570774512,1.3322278586671694
0.984074131496164,10.338978450548423,1.3526495346878362,0.6172366627279868,0.7931338817405156,1.3148560859476341
0.9888050470796558,10.361094059250535,1.366179700150987,0.6063696473148369,0.7839161389426421,1.2985456625292116
0.9935549617468195,10.383298482959546,1.379523846061717,0.5955878615361324,0.7750517569800229,1.2832298985400423
0.9983264075947701,10.405603558468568,1.392688912351901,0.5848890041414603,0.7665201821072705,1.2688444079928407
1.0031214294024364,10.428018844504633,1.4056801139927209,0.5742710637934444,0.7583029329453804,1.2553275923464482
1.0079416904046774,10.450552116190899,1.4185013289666957,0.5637322068345155,0.7503832661877476,1.2426209453451265
1.0127885536850667,10.473209745533465,1.4311553925589622,0.5532706979232944,0.7427459191138724,1.2306692193151785
1.0176631461616763,10.495997000535676,1.4436443242012957,0.5428848429862013,0.73537690659776,1.2194204862035227
1.0225664098520482,10.51891828484646,1.455969504584712,0.5325729476675461,0.728263357813159,1.208826120281654
1.0274991436320509,10.541977332970442,1.468131815281417,0.5223332867873983,0.7213933825926735,1.1988407239626555
1.032462037740022,10.56517737156443,1.4801317495273802,0.5121640817832868,0.714755960466048,1.1894220136147142
1.0374557026273663,10.588521254305299,1.4919695003966245,0.5020634840674026,0.7083408474324948,1.1805306785395024
1.0424806933222555,10.612011575782965,1.5036450309653036,0.49202956283891586,0.7021384968722731,1.1721302232648225
1.0475375301680583,10.635650768446313,1.515158129915783,0.4820602963042069,0.69613999193204,1.1641868008918137
1.0526267165991163,10.659441185699606,1.5265084552518244,0.4721535655074744,0.6903369873471856,1.1566690432918614
1.0577487544684148,10.683385173554743,1.5376955682148359,0.4623071501602214,0.6847216591213452,1.1495478924241513
1.0629041573440963,10.707485132788461,1.5487189590818287,0.4525187259721036,0.679286660804926,1.1427964358309823
1.0680934621260314,10.731743573246318,1.5595780662254604,0.44278586305908574,0.6740250853499135,1.136389748416179
1.073317239278626,10.756163161677982,1.5702722895672832,0.4331060250733662,0.6689304317063979,1.1303047418866388
1.078576101951808,10.780746764375115,1.580800999391511,0.42347656872117845,0.6639965754568836,1.1245200226620593
1.083870714220128,10.805497485686685,1.5911635412999936,0.4138947433979626,0.659217742914762,1.1190157586549159
1.0892017986616083,10.830418703447808,1.601359237984732,0.4043576906759784,0.654588488194939,1.113773554995187
1.094570143476575,10.855514102258157,1.6113873883703158,0.39486244341380833,0.6501036728492753,1.1087763385561447
1.099976609339734,10.880787705513344,1.6212472645903488,0.3854059242675385,0.6457584477218614,1.1040082509749594
1.1054221361592935,10.906243907001798,1.6309381071553064,0.3759849434172981,0.6415482367451145,1.0994545497663577
1.1109077499207671,10.931887502897485,1.640459118610818,0.3665961953159368,0.6374687224379876,1.0951015170517928
1.116434569783645,10.957723724934711,1.6498094559035337,0.35723625428398303,0.6335158329153442,1.0909363753962804
1.1220038156007888,10.983758275559037,1.65898822161169,0.34790156877290146,0.6296857302527122,1.0869472102283144
1.1276168160374125,11.00999736588107,1.6679944541448892,0.33858845410803,0.6259748000804011,1.0831228983160475
1.133275017470224,11.03644775727728,1.6768271169565292,0.3292930835179165,0.6223796423122241,1.079453041786454
1.1389799938634886,11.063116807557629,1.6854850867673308,0.3200114772315455,0.6188970629366145,1.075927907187879
1.1447334578450619,11.090012522742692,1.6939671407602053,0.3107394893844797,0.6155240668163202,1.0725383691116488
1.150537273226277,11.117143615590372,1.7022719426484305,0.30147279244483915,0.6122578514679428,1.0692758579130037
1.1563934692510371,11.144519572206125,1.7103980274780277,0.2922068588077153,0.6090958018090783,1.0661323110870133
1.1623042569152444,11.172150728331383,1.7183437849832295,0.2829369391240903,0.6060354858765349,1.063100127867464
1.1682720477472635,11.200048357136582,1.7261074412373187,0.2736580368603085,0.6030746515467789,1.060172126635922
1.1742994755480092,11.228224770849536,1.7336870383109122,0.2643648784253512,0.600211224297728,1.0573415047205372
1.1803894216662287,11.256693438909785,1.7410804115321912,0.25505187809751884,0.5974433060908728,1.0546018001781665
1.1865450445591728,11.285469126155855,1.7482851638970032,0.24571309672927247,0.5947691754629534,1.0519468551247166
1.1927698145322072,11.314568055222495,1.7552986370124994,0.23634219301157153,0.5921872889686383,1.0493707801738352
1.1990675548330108,11.344008098643707,1.7621178778648594,0.226932365676643,0.5896962841374364,1.0468679194858428
1.2054424905464782,11.37380900742173,1.7687396004587732,0.21747628464428867,0.5872949841812757,1.0444328158901117
1.2118993071953152,11.403992684967202,1.7751601411731022,0.20796600847037447,0.5849824047414507,1.0420601754421783
1.2184432214984142,11.434583517873309,1.7813754063227702,0.19839288469496522,0.5827577630636684,1.0397448306637962
1.22508006752942,11.465608778681187,1.7873808099877666,0.18874742858461474,0.5806204901060831,1.0374817015350573
1.2318164026033425,11.497099120868022,1.7931711995698525,0.17901917425208555,0.5785702462483758,1.0352657530585485
1.2386596387428503,11.529089193412458,1.7987407656999217,0.16919649001785722,0.5766069414971262,1.0330919478606004
1.2456182077775113,11.561618412583943,1.804082931952728,0.159266346817971,0.5747307613967299,1.0309551917753583
1.2527017713420079,11.594731943621273,1.8091902181431503,0.1492140240022326,0.5729422003075344,1.02885026959661
1.259921491858364,11.628481967493078,1.8140540685243425,0.13902273018085604,0.5712421043698027,1.0267717670373229
1.2672903878941906,11.66292934209083,1.8186646324789066,0.1286731066494011,0.5696317274717467,1.024713973203301
1.2748238089376644,11.698145821659201,1.8230104796628444,0.11814256478202492,0.5681128050361096,1.0226707551162935
1.2825400832211393,11.73421708517677,1.827078222432511,0.10740438304986723,0.5666876528750655,1.0206353914196138
1.290461423520111,11.771246970693989,1.830852003511762,0.09642644602341038,0.5653593023097736,1.0186003449879335
1.2986152293646223,11.80936356278019,1.8343127810126474,0.08516943372538038,0.5641316896295662,1.0165569415263966
1.3070360173282414,11.848728216044496,1.8374372956306106,0.0735841407834782,0.5630099306398546,1.0144948992445266
1.3157683613109703,11.88954930007486,1.840196509911858,0.06160739662508825,0.5620007371574914,1.0124016191087244
1.324871310218799,11.932102850762456,1.8425530870742548,0.049155934377189986,0.5611130982722425,1.0102611228681697
1.3344226157492807,11.976752333928788,1.8444567632982618,0.03612044567200927,0.56035960376688,1.0080530013782065
1.344478006007517,12.023758261718784,1.8458325752198965,0.022420653237573952,0.5597607340603761,1.005761405965074
1.3508908325540747,12.053736298755224,1.846373857436485,0.013692089806565519,0.5594819884896988,1.004313507988185
1.3552939319810737,12.07431946543522,1.8465940269367456,0.007701300976848882,0.5593368605505462,1.0033240275302973
1.3578561992934988,12.08629729515375,1.8466653961355322,0.004215625367269825,0.5592696918833097,1.0027496114414498
1.3594335457149553,12.093670915677933,1.8466885697320072,0.002069924034872286,0.5592346562602883,1.0023964135673433
1.3600557784675942,12.096579666814186,1.8466933596027262,0.0012234974335759157,0.559222157796855,1.0022571577606014
1.360678011220233,12.09948841795044,1.8466956874340485,0.0003770738656062143,0.5592104072364094,1.0021179363708208
1.3608946426140724,12.10050110461842,1.8466959200806952,8.239036718100235e-05,0.5592064917497349,1.0020694719224594
1.3610604764753869,12.10127632808662,1.8466958965127738,-0.00014319327972749012,0.5592035556456322,1.0020323731498137
1.3612175651377894,12.102010670377856,1.8466957128999772,-0.0003568808727063684,0.5592008233553183,1.0019972369883663
1.361622078069419,12.103901646776185,1.846694517783359,-0.0009071399121630633,0.5591940068365385,1.0019067813459996
1.3623970322362513,12.107524324630665,1.8466893220434921,-0.001961313685600065,0.5591818299870641,1.0017335630988544
1.363775101584435,12.113966384720504,1.8466706489659201,-0.0038359304803555257,0.559163038027428,1.0014257357438132
1.3660367930190176,12.124539112533844,1.8466138280900855,-0.006912674803254279,0.5591401301773573,1.0009209675770667
1.3695399624796882,12.140915377052222,1.8464615996819562,-0.011678799818606228,0.559124092161437,1.0001398740821423
1.3747327320452787,12.165190014332492,1.8460923353344645,-0.018745540069022487,0.5591437520607568,0.9989828301770179
1.3822033271670329,12.200112801596152,1.8452600824962275,-0.02891839698908005,0.5592629714054456,0.9973174645576857
1.3928409615861044,12.249840545872381,1.843461497251334,-0.04342347259303319,0.5596180089785996,0.9949380113442563
1.4080311646740409,12.32085018061849,1.839640973597576,-0.06419623681805983,0.5605037939292045,0.991505403886332
1.4250417702963964,12.400369650177973,1.8336074263330517,-0.08757875248377717,0.5620297726885968,0.9875795695844585
1.4368051813420017,12.455360061884853,1.8283445603370254,-0.10384664465571054,0.5634200893807874,0.984791949466349
1.448568592387607,12.510350473591734,1.8221844794762236,-0.12021315398294932,0.5650895979294969,0.9819274153408958
1.459447889472083,12.561207918208558,1.81568369388949,-0.1354517339262681,0.5668871125575471,0.9791955752516155
1.4695544477287839,12.608453041015277,1.8089478920257511,-0.1497080450550086,0.5687800485288678,0.9765743639478484
1.479136598672715,12.65324671722037,1.8019373418613664,-0.16332411177434605,0.5707778690508027,0.9740040565283904
1.4883246985776621,12.69619832323143,1.7946401323640453,-0.17648051987437297,0.5728837633930449,0.9714515496023072
1.4972008325377753,12.737691582196856,1.7870519447964301,-0.18929207058113606,0.575099559005378,0.9688943398956631
1.5058217620765482,12.777991837182014,1.7791709575187964,-0.201839190998789,0.5774268713448397,0.9663152851974359
