Phase,tau,R,V,H,L
0.8994598372900949,4.560354610373509,0.9389378414691538,-0.07097202864853097,1.03915369061225,0.7043041438935376
0.9018430876440569,4.567612472227308,0.9384864012065145,-0.05333374313978789,1.0414525056852943,0.7098115652889393
0.9041125441649799,4.5745237905807,0.9381772279589349,-0.03606877139628385,1.0436039675942286,0.7163210257431643
0.9062597591268359,4.581062839043508,0.9379956575271742,-0.019425006778163365,1.0455989751297285,0.723682176692235
0.908266349237621,4.587173633823027,0.9379249361474525,-0.0037026930760923234,1.0474217308853428,0.7316593828402868
0.9100962464219431,4.592746334545965,0.9379444043552796,0.010691978345985335,1.0490441124038952,0.7398799137716088
0.9117994235846338,4.597933126835246,0.9380345770424512,0.02406950741014012,1.0505160391315334,0.7483487179039278
0.9136808043875352,4.603662613852482,0.9382146029065306,0.03874896563947388,1.052094898380778,0.7586165227695051
0.9157042814280082,4.609824835458648,0.9385015351337245,0.05433474197909413,1.0537325212095037,0.7707117421145473
0.9178481397667292,4.616353661786392,0.9389093195712859,0.07051867264368396,1.0553927182938283,0.7846770967063241
0.9200995643491253,4.623210066345869,0.939449781070085,0.08704411898209288,1.057045854740874,0.8005509534096075
0.9224520593732396,4.630374267063761,0.9401334231267349,0.10369185012871744,1.058666030212243,0.8183592830670725
0.9249042789113551,4.637842165101935,0.9409702199008462,0.12027518658820217,1.0602293960927938,0.8381134465492386
0.9274593788347559,4.6456233712332455,0.9419703915355164,0.136637007721393,1.061712786629358,0.8598093357954627
0.9301245779327418,4.653739869289732,0.943145119815771,0.15264625025766676,1.0630923906223713,0.8834254224124726
0.932910845788902,4.662225065632648,0.9445071794348043,0.16819363252832203,1.0643424007583184,0.9089184734155625
0.9358327172573973,4.671123224165444,0.9460714894281105,0.18318704131320715,1.0654336439803465,0.9362164493741512
0.9389082517031389,4.680489342205324,0.9478556096526731,0.19754705425274496,1.066332205466763,0.9652085050951754
0.9421591531325116,4.690389516324876,0.9498802155505057,0.21120288635695728,1.0669980559259935,0.9957322207654155
0.9456110655300302,4.700901841759322,0.9521695858317626,0.22408886254736926,1.0673836960868974,1.0275583718924397
0.9492940645260523,4.7121179097130605,0.9547521389314559,0.2361413980547165,1.0674328474547659,1.0603738379415053
0.953243385303124,4.7241450240985365,0.9576610611342561,0.2472964071129536,1.0670792402977334,1.0937637307885955
0.9575004617733238,4.737109366208212,0.9609350884195992,0.2574870275958753,1.0662455685212848,1.1271945072920324
0.9621144098199323,4.751160511723505,0.9646195418786949,0.26664150685853755,1.0648426804640236,1.160000613506577
0.9671441721214609,4.766477962481985,0.9687677753975379,0.27468099851722155,1.0627690360034383,1.1913778101473078
0.9726616298479344,4.78328062272133,0.9734432467042539,0.28151681841136855,1.0599103900661602,1.2203862307810327
0.9787559251930931,4.8018399627578825,0.9787223149563121,0.2870463787884113,1.056139708797411,1.2459648574622613
0.9855383857137161,4.822495015386195,0.9846969820034106,0.29114679631277846,1.051318185360153,1.2669569743272189
0.9931436088517716,4.845655678642392,0.9914731039270418,0.2936665392488836,1.0453022974104038,1.2821493793159944
1.001711382941375,4.871747658712185,0.9991495650497071,0.2944241328383145,1.0379736627041283,1.2903609559186031
1.011332712383969,4.9010480970098875,1.0077636051966143,0.29324365610469993,1.029311211454988,1.2907014881239278
1.022055185300395,4.93370191662609,1.0172911871306398,0.29001826078404797,1.019408891893924,1.282971083079962
1.0341417743370205,4.97050996466252,1.0278715585187055,0.28461074059369973,1.0082347937913891,1.2674168846625196
1.0487869241334098,5.015109758332408,1.0403854588225097,0.2762853212017807,0.9950075125622466,1.242961667849529
1.0621984734223164,5.055952790967434,1.0514932565211148,0.26748954696172156,0.9833985390983404,1.2180304394238464
1.0756100227112233,5.09679582360246,1.0622253801269335,0.2579376546075373,0.9723778133307236,1.1924418182281022
1.0884770068540948,5.1359804578263635,1.0721448205269046,0.24829068664663345,0.9623976505256844,1.168212041857431
1.1011837398105118,5.174677069056266,1.081563283768875,0.2384527259474409,0.9531190602886032,1.1450941781958217
1.1139320609055687,5.213500331254457,1.0906257797610601,0.22837972800891873,0.9443762753159927,1.1229687694511694
1.1268311040902255,5.25278259689004,1.0993946817670783,0.21806034160404533,0.9360870234833026,1.1017886216725021
1.1399537640621498,5.292745856760022,1.107898038193327,0.20749034613256714,0.9282026087584232,1.081517431025559
1.1533549477110903,5.333557322261207,1.1161451909981754,0.19666628999186564,0.9206919684633371,1.0621190346047427
1.1670798485825187,5.37535462413355,1.1241336334515053,0.18558311790363116,0.9135347397861714,1.0435558301909986
1.181168390275793,5.418259344219415,1.1318524093046685,0.17423305713593562,0.9067178134726398,1.025789395505725
1.1956579846792441,5.462385415289962,1.1392838873347575,0.16260491581761594,0.9002334780467378,1.008781458069013
1.2105855017088047,5.507845119613798,1.1464046502232252,0.15068347917121408,0.8940783918918934,0.992494718460723
1.2259888884240873,5.554754019752768,1.153185821245764,0.1384488599956666,0.8882530442750047,0.9768934253738375
1.2419086856223616,5.603235577140767,1.1595929653612294,0.12587571782519236,0.8827615510390181,0.9619437228591202
1.258389607150354,5.6534259616610605,1.1655856005969005,0.11293227787317182,0.8776117239384071,0.9476138258151683
1.2754823096002985,5.70547944101272,1.1711162865901172,0.09957908165861565,0.872815410002591,0.93387409020357
1.2932454559928914,5.759574665373824,1.1761291946680856,0.08576740052092374,0.8683891437223367,0.9206970539896167
1.3117481335440169,5.815922030378183,1.1805579940869138,0.07143726135054106,0.8643552043631024,0.9080575499162138
1.3310725600083637,5.874771918913381,1.1843228075243046,0.05651511666822112,0.8607432323275926,0.8959330530511552
1.3513166652987736,5.9364225630881755,1.1873259153497346,0.04091144759281417,0.8575926318858359,0.8843045586262275
1.372595300976343,6.001223727568602,1.189445920760381,0.024519231842500436,0.854956035683475,0.8731585179396413
1.3950374429623045,6.069568190820933,1.1905305225643505,0.007215326891109666,0.8529039689129776,0.8624905111589072
1.4187789089012728,6.141869566840979,1.1903891884450883,-0.011134675171082131,0.8515301210835361,0.85230953064433
1.4449006468222763,6.221419734491902,1.188697764307402,-0.03140674390983603,0.8509525189684473,0.8422978437276591
1.477792092393532,6.321586117654744,1.1842669990752104,-0.057094324289737874,0.8516116456913858,0.8312840607453127
1.5106835379647874,6.421752500817585,1.1772529044772806,-0.08299037257584573,0.8538309173247327,0.8218488663496173
1.5425742351806544,6.5188712422159965,1.1679655890174971,-0.10829715834356121,0.8575101591630052,0.8140267062657884
1.5777436261304885,6.62597479538313,1.1548638067489583,-0.13638222939395167,0.863385149511012,0.8067086349711956
1.6058038753525918,6.711428433142437,1.1422498832735022,-0.15883774599705247,0.869514427468948,0.8016970692644027
1.6338641245746952,6.796882070901744,1.1277197784504203,-0.1812029964857796,0.8770068914867438,0.7972614790313716
1.6591955205867845,6.874025360742859,1.1129697087585142,-0.20114763103277125,0.8850220238291189,0.7935948864770281
1.682606765591784,6.945321094231061,1.0979833463013873,-0.21916469879699177,0.8935634485340533,0.7903204730059628
1.704738424698871,7.012720024489305,1.0826547460760823,-0.23556861702410628,0.9027161538874391,0.7871278732528186
1.725940515874795,7.077288083195641,1.0669607755150388,-0.25036830152093387,0.9125456806881047,0.7837332169279684
1.746444491448853,7.1397301266522994,1.0509133699338062,-0.26335889356158615,0.9231226419677975,0.7798111280904225
1.7664037742870005,7.200513383140381,1.0345678585699543,-0.2740811972357304,0.9345211477439762,0.7749435253118996
1.7832433712212883,7.251796064382636,1.0203269856951813,-0.2808862667694923,0.9450614018696523,0.7695607427303084
1.797056398931622,7.293861744447527,1.0084328950957495,-0.2842059491274232,0.9543931188208021,0.7638707115957634
1.808609190112816,7.329044184378568,0.9984170325007088,-0.28476467247657383,0.9627087366761113,0.757922951459314
1.8184572960733896,7.359035239436882,0.9898963232299834,-0.28306562243856215,0.9701882564048862,0.7517800268491535
1.8269749706405816,7.38497464828729,0.9825956355074066,-0.2794605022641193,0.9769624824827868,0.7455302280657141
1.8344325629998193,7.407685722268803,0.9763042543635035,-0.27420791941100786,0.9831350145412788,0.739271960918671
1.841031746892563,7.427782631081479,0.9708572765948872,-0.26750432154995313,0.9887896813750673,0.7331077570478894
1.8469268920668207,7.445735486605753,0.9661234937807955,-0.2595031288868928,0.9939954768392264,0.7271403745332181
1.8528220372410784,7.463688342130027,0.9615534462407335,-0.24919084334862462,0.9993457491352895,0.7208357789980923
1.857592474093786,7.4782160528263315,0.9580061627796169,-0.23882877397115773,1.0037779248567065,0.7156140419908201
1.8623629109464936,7.492743763522636,0.9546244274267704,-0.22634867843663498,1.0082967691852658,0.7104619443678014
1.8667344329172098,7.506056633696582,0.9516989923496008,-0.2127782245115222,1.01250712604562,0.7060141929543187
1.8707346810382846,7.5182388403184826,0.9491927337112365,-0.19834565263830417,1.016410240964991,0.7024085887098037
1.8744250907265578,7.529477476518361,0.9470472155234839,-0.18315262507606467,1.0200453374714666,0.699718025885315
1.8778566182648768,7.53992772266192,0.9452146149688332,-0.167289398574615,1.0234462673886204,0.6980048800424767
1.8810702027373494,7.549714253110954,0.943656621440392,-0.15084649634226097,1.0266405285099076,0.6973239324806217
1.8840986276752496,7.558936905610445,0.9423424037561329,-0.13391973964559245,1.0296500589816275,0.6977218921673991
1.8869678216369858,7.567674642026352,0.9412469662198156,-0.1166148814844905,1.0324918114649169,0.6992355538134633
