tau,R,V,H,Uc,Lr,Lc,L
0.0,1.4,0.0,1.0,1.0,10.541350399999974,0.06776036154587126,9.493991396154565
0.0002290877471121377,1.3999999878710303,-0.00010593481467810828,0.9753387157091276,0.9999963289006923,8.85083958248155,0.06775961997987236,7.972531586231383
0.00043669028016615644,1.399999955894606,-0.00020215080919887773,0.9566095194606774,0.999992811041127,7.727500508035503,0.0677589172543537,6.9615263489573875
0.0006745799575193071,1.3999998946698042,-0.0003126170557201533,0.9382885059401214,0.9999885896396677,6.749176640290765,0.06775808284460029,6.081034784546149
0.0009417990180903954,1.3999997945276283,-0.00043693444409103943,0.9207498743011641,0.9999836390031895,5.914083898564464,0.06775711527458268,5.329451220235477
0.001241651198111028,1.3999996425660899,-0.0005766824286715826,0.90398451161628,0.9999778575811339,5.200228182354989,0.06775599890072709,4.686980964009563
0.0015772765812823903,1.3999994227301646,-0.0007333685430735058,0.8880082165527741,0.9999711425730321,4.590012685951605,0.06775471904723576,4.137786889261168
0.0019519619983914586,1.399999115133148,-0.0009085720836600975,0.872834525356618,0.999963384821929,4.068344721317544,0.06775326123090204,3.6682855753088797
0.0023690839208660532,1.3999986954165644,-0.0011039169901591534,0.8584758149908425,0.9999544703859958,3.6223454900812393,0.06775161172846401,3.266886102245962
0.002832074081877241,1.3999981340591459,-0.0013210551290124646,0.8449425146694322,0.9999442818690689,3.241024680522285,0.06774975811458267,2.923697188281515
0.003344379342503674,1.3999973956609206,-0.0015616467463070963,0.8322424172811246,0.9999327000238006,2.9150064687108808,0.06774768986473956,2.630280590826267
0.003909419891052004,1.3999964382187255,-0.0018273400262065775,0.82037999127539,0.9999196055207482,2.636294553352341,0.06774539899501292,2.3794396379166085
0.00453054788226636,1.399995212411595,-0.002119750781812917,0.8093557336783743,0.9999048807994139,2.3980707263860706,0.06774288071447174,2.1650379418189107
0.005211009203836862,1.399993660912698,-0.0024404435890285976,0.7991655978096767,0.9998884118916994,2.1945220376927166,0.06774013406143203,1.981843847329588
0.005953911307461963,1.399991717739627,-0.0027909157998943033,0.7898005297018096,0.9998700900924915,2.02069240769273,0.067737162493513,1.8253968831728085
0.0067622001354860255,1.3999893076463101,-0.0031725859201763534,0.781246144727766,0.9998498133443317,1.8723552035287327,0.0677339744031766,1.6918930806161772
0.007638649057229697,1.3999863455475459,-0.0035867877800522686,0.7734825709704809,0.9998274872057988,1.7459038556683122,0.06773058353574596,1.5780865284550556
0.00858586238837143,1.399982735951587,-0.0040347717599880225,0.7664844782475793,0.9998030252872333,1.6382580591382823,0.06772700929580039,1.481204954154034
0.00960629550929961,1.3999783723581638,-0.004517714060024904,0.7602213016850177,0.9997763490623743,1.546783487887539,0.06772327693991606,1.3988774667927766
0.010702292879824209,1.3999731365600325,-0.005036734647012036,0.7546576568409019,0.999747386997907,1.4692232611493103,0.06771941766800545,1.32907287680118
0.01187614444334828,1.3999668977668447,-0.005592924118124088,0.7497539307381064,0.9997160729810928,1.403639649528251,0.06771546864074705,1.2700472314395008
0.013130160150035347,1.3999595114517167,-0.006187379342168328,0.7454670210433056,0.9996823440630855,1.348364705344599,0.06771147296533186,1.2202993821066725
0.014466761724890212,1.399950817803599,-0.006821247441213734,0.7417511855815783,0.9996461375667718,1.3019586583477005,0.0677074797047858,1.1785335404834092
0.015888590490495784,1.3999406396515093,-0.007495777516065004,0.7385589576441463,0.9996073876277316,1.2631750434594964,0.06770354397672643,1.1436278935112194
0.017398630119137448,1.3999287797077826,-0.008212379545554618,0.7358420799732943,0.9995660212414583,1.2309316308311133,0.06769972721564677,1.1146084404695666
0.019000343691500967,1.3999150169532675,-0.008972690128552802,0.7335524120739432,0.9995219538774477,1.20428631761799,0.06769609767965443,1.0906272956241565
0.02069782540391216,1.3998991019529647,-0.009778645200414797,0.7316427711134509,0.9994750846909847,1.1824172211997686,0.06769273128989083,1.0709447722087808
0.022495968692678493,1.3998807508396682,-0.010632560541192165,0.7300676751256803,0.9994252913175533,1.1646062892483964,0.06768971290130492,1.0549146316136873
0.024400654435100682,1.3998596376274792,-0.011537221801523336,0.7287839672362024,0.999372424174125,1.1502258154792704,0.06768713812053323,1.0419719477433966
0.026418965282810424,1.3998353844056408,-0.01249598692208154,0.7277513098577805,0.9993163001164803,1.1387273220171266,0.06768511581470076,1.0316231013968842
0.028559435193724884,1.399807548800537,-0.013512905265266651,0.726932547169621,0.9992566952103831,1.1296323399297967,0.06768377149965238,1.0234374830867823
0.03083234708238892,1.3997756078571788,-0.014592859622010916,0.7262939419359176,0.9991933362614377,1.1225246877322717,0.06768325186523474,1.0170405441455679
0.03325009659919193,1.3997389371462676,-0.015741739690359007,0.7258052984786758,0.9991258906034522,1.1170439123706681,0.06768373080025555,1.012107894213627
0.035827647025431106,1.399696783394361,-0.01696665895588571,0.7254399873862313,0.9990539534504651,1.112879617161807,0.06768541743843773,1.00836019718947
0.038583110182621054,1.3996482281746436,-0.0182762316388343,0.7251748895714407,0.9989770318444632,1.109766455408233,0.0676885669877084,1.0055586665661804
