tau,R,V,P,Uc,Lr,Lc,L
0.6152987814862159,1.0495092188263215,-0.11117618766957363,1.5702141108509007,1.0547493290186538,33.0077510636087,0.7971824173056165,0.7971824173056165
0.6501699530649104,1.0457057671743792,-0.10675670729517855,1.5836740440805495,1.0606530324660137,34.16072775274882,0.8345339100523381,0.8345339100523381
0.6841738997789811,1.042165875916829,-0.1012564345507719,1.5941087522653279,1.0664422436501666,34.92879192381821,0.8716000160127487,0.8716000160127487
0.7173620622722318,1.0389094654719317,-0.09481120802358059,1.601721575019954,1.0720857458157607,35.330769835000076,0.9079604685352978,0.9079604685352978
0.7497827328452,1.0359507386290803,-0.08755912439847949,1.6067249906133603,1.0775578134136465,35.396846401807096,0.9432111061335134,0.9432111061335134
0.781479082967247,1.0332989072000478,-0.07963896261289741,1.6093379037324682,1.08283723671588,35.16514974345205,0.9769712532217435,0.9769712532217435
0.8124874142163979,1.0309587826969562,-0.07118878345457808,1.609783754035635,1.0879065087471598,34.67862745593932,1.0088911291950617,1.0088911291950617
0.8428353912166903,1.0289312421093306,-0.062344686085082535,1.6082891983997052,1.0927511465155775,33.98235678829315,1.0386589768783498,1.0386589768783498
0.8725400331376083,1.027213576590436,-0.05323972981751099,1.605083216620777,1.0973591181485112,33.12135769428238,1.066007655366357,1.066007655366357
0.9016049312099949,1.0257997389145932,-0.04400314348517877,1.600396617728761,1.1017203042552284,32.13893368070979,1.0907202760722516,1.0907202760722516
0.9300164436790284,1.0246804658819895,-0.03475986526919177,1.5944620118776078,1.1058259816107072,31.075522228593762,1.1126349867757932,1.1126349867757932
0.957737821007226,1.0238432657199164,-0.025630678436596603,1.5875144982090534,1.1096682188572795,29.968033689551056,1.1316486746036785,1.1316486746036785
0.984699575438345,1.0232722144205595,-0.016733373266610528,1.5797936614536567,1.1132390365740081,28.849669360191797,1.1477196772881142,1.1477196772881142
1.01078252101299,1.0229474383137636,-0.008185854406154333,1.5715481985210467,1.1165290242527952,27.750267232734846,1.1608697602801052,1.1608697602801052
1.0357847304584584,1.0228439980508188,-0.00011350053969779936,1.5630464765500325,1.119524648112819,26.697405027098284,1.171185724681168,1.171185724681168
1.0593463908037406,1.0229293954354481,0.007332159855371683,1.5546029569569737,1.1222019065330067,25.719116063218237,1.1788206510445995,1.1788206510445995
1.083155902184141,1.023191539428238,0.014649694726406341,1.5457453774287284,1.1247607511158937,24.755076775353533,1.184472374688862,1.184472374688862
1.109247315238594,1.0236753266542693,0.022379909963906274,1.5357803872610234,1.127393536511073,23.73774553659942,1.1883072202896496,1.1883072202896496
1.13745185176941,1.0244198384436027,0.030340840190468343,1.5248480467922036,1.1300371030444896,22.69508617576073,1.1897460388845729,1.1897460388845729
1.1678062871881572,1.0254644071632033,0.03838952297375282,1.5130714405457941,1.132648149460659,21.650113382146827,1.1882842229605914,1.1882842229605914
1.2004763633066744,1.026851226304063,0.04638987372281199,1.5005915520844315,1.1351913064461985,20.624819800697406,1.1834419527454272,1.1834419527454272
1.2357969111135056,1.0286304410188618,0.05420903213819735,1.4875695500251864,1.137637912792122,19.64068215732114,1.1747276473704273,1.1747276473704273
1.274383315490837,1.0308705452376774,0.061716405042090174,1.4741843251772928,1.1399667207529556,18.719379093291018,1.1615648799238592,1.1615648799238592
1.3174407913487225,1.0336850811228435,0.06878680254929304,1.4606169180983921,1.142168378980002,17.884303231861058,1.1431004912167315,1.1431004912167315
1.3677352451588294,1.0373163545996245,0.07530409110145439,1.447009661678542,1.1442589033190653,17.166374879712535,1.1175915248750006,1.1175915248750006
1.4186951503549041,1.0412825837003712,0.08005359045749307,1.4360637402961982,1.145915486539057,16.718459151321948,1.0887017727941617,1.0887017727941617
1.4690121358203576,1.0453921831216477,0.08302049306510229,1.4283318322558978,1.1471711483014224,16.548496573456415,1.0584020214437957,1.0584020214437957
1.515347102478394,1.049274866258431,0.08435940627630781,1.4240475086348432,1.148061172969622,16.630152791693135,1.0298664904044268,1.0298664904044268
1.5598044595967093,1.0530324460116782,0.0845067777952132,1.4225344474744581,1.1487338589057297,16.925122208400413,1.0025920194052618,1.0025920194052618
1.603428777662118,1.056704300431387,0.08368245253156721,1.4235066144428683,1.1492735354101364,17.42572075868538,0.976432935152231,0.976432935152231
1.6467381721273848,1.0602954686227861,0.08202514277422226,1.4268223791379853,1.1497392554669668,18.137512500884156,0.9514431333899314,0.9514431333899314
1.6899707409571907,1.0637925882805535,0.07964436378033664,1.4323795993856974,1.1501789498326427,19.072411563132775,0.9277705097885401,0.9277705097885401
1.733263572630254,1.0671775803573988,0.0766365664920184,1.440080371086627,1.1506350851030411,20.247153045599937,0.9055643026098792,0.9055643026098792
1.7767067799705012,1.0704316292291398,0.07309031199219426,1.4498212024266857,1.1511463382778957,21.682714876444198,0.8849528730744554,0.8849528730744554
1.8203615407510212,1.0735364576879136,0.06908877617201487,1.4614889997044331,1.1517481261660296,23.403803378732803,0.86604041705092,0.86604041705092
1.8642700239209236,1.076475068014038,0.06471100757078195,1.4749596631481465,1.1524727407332938,25.438343899851358,0.8489071278899406,0.8489071278899406
1.908461784020101,1.0792322433631247,0.060032531866574916,1.4900981746830497,1.1533493191036324,27.816889321778632,0.8336107284058227,0.8336107284058227
1.9529585436096997,1.0817949132752287,0.05512557690766239,1.5067596958712262,1.1544037686904056,30.57190551107472,0.8201885980934281,0.8201885980934281
1.9977783964178681,1.0841524242795932,0.05005905480599384,1.5247914677338748,1.1556587268327092,33.73693223263898,0.8086601598693325,0.8086601598693325
2.0429401402015386,1.0862967298253736,0.04489837295987618,1.5440354475053792,1.1571336198497375,37.34566271849391,0.7990293988341065,0.7990293988341065
2.0884684162860085,1.0882225015473523,0.03970511062793349,1.5643317287714407,1.1588448883526954,41.43104526193255,0.7912875170623784,0.7912875170623784
2.134400560153485,1.089927158081077,0.034536571104065036,1.5855229382956215,1.1608064660261046,46.024600314496,0.7854158519165618,0.7854158519165618
2.1807966948796134,1.0914108040925543,0.02944518613238383,1.6074600763464442,1.1630306527340823,51.15629794593238,0.78138936178616,0.78138936178616
2.2277560877139075,1.092676067436484,0.024477684810278413,1.6300108688152457,1.1655296518582654,56.85563554497742,0.7791813205420549,0.7791813205420549
2.2754464906372047,1.0937278104671193,0.019673783572817585,1.6530731809266705,1.1683183668368702,63.15523368935805,0.7787706421526619,0.7787706421526619
2.3241635363860684,1.094572656684919,0.015063710935632812,1.6766002043490493,1.1714199657450435,70.10012101213587,0.7801553775153761,0.7801553775153761
2.3744720417243794,1.0952181602762119,0.010662347044455798,1.7006582203961595,1.1748787901801254,77.77208701020474,0.7833829222775682,0.7833829222775682
2.4276371348914725,1.0956709784315288,0.006450637315242513,1.7256015214597538,1.1787988923256398,86.36637947255745,0.788638345686562,0.788638345686562
2.48776999128527,1.0959301555057956,0.002277528162966555,1.7529507258011061,1.1835328359748993,96.57575223822676,0.7966689991196292,0.7966689991196292
2.5370628174772745,1.0959684421286304,-0.0006479942406993852,1.7744952307915127,1.1876260518904598,105.22288338194515,0.8047384552197726,0.8047384552197726
2.5852826029217,1.0958771948152055,-0.0030619532988509376,1.7946642606809606,1.191792466566027,113.81925154191326,0.8137795888556683,0.8137795888556683
2.6295677027717046,1.0956998917242387,-0.00488172305376809,1.8122986808998915,1.1957410381898244,121.7446124510074,0.8229594829918832,0.8229594829918832
2.6722725524386766,1.0954604110871098,-0.006274798247617941,1.8284236854491762,1.199642089217151,129.3345867928287,0.8324949083969657,0.8324949083969657
2.713994038098184,1.095176167088509,-0.007295300795357448,1.8432863237838715,1.2035257360094571,136.62730305395394,0.8423532792630676,0.8423532792630676
2.7549426701620967,1.0948624343119,-0.007975535028868982,1.8569740473293534,1.2073917274905943,143.6010859708164,0.852448493921183,0.852448493921183
2.7952245135180456,1.0945327800540436,-0.008342839620749278,1.8695375267130216,1.211232637450266,150.22448317051607,0.8626855269463636,0.8626855269463636
2.834902342727922,1.0941992569867431,-0.008423251492931633,1.8810170473282428,1.215038798287214,156.46745881996554,0.8729695864563757,0.8729695864563757
2.8740160398670462,1.0938725080313563,-0.00824263100234595,1.8914510016290904,1.2187999163877143,162.3052692451923,0.8832092064884292,0.8832092064884292
2.9126676043200836,1.093561233843854,-0.007825965768036984,1.900896994526826,1.2225130747672475,167.73041924274833,0.8933377514424232,0.8933377514424232
2.950897055261077,1.0932734026200492,-0.007197804856564571,1.9093977072808475,1.226170620368454,172.7333737828277,0.9032801302462651,0.9032801302462651
2.9887054496869907,1.0930160865407066,-0.006383332481539371,1.9169912390251775,1.229762312003584,177.3073638403132,0.9129586499953146,0.9129586499953146
3.026089827488105,1.0927951839218433,-0.005408052278418883,1.9237202814208396,1.2332786965279168,181.45330060547502,0.9223027637707387,0.9223027637707387
3.0630431856393265,1.0926154396977665,-0.004297506930823204,1.9296315409426381,1.2367111259618508,185.17913781206846,0.9312496830770314,0.9312496830770314
3.09955366287641,1.0924804737925295,-0.0030770164624261166,1.9347750198875637,1.2400517027293876,188.4990148461528,0.9397447572214143,0.9397447572214143
3.1356033170595383,1.0923928109672358,-0.0017714403509104725,1.939203295183748,1.2432931942771845,191.4322998415905,0.9477417267201862,0.9477417267201862
3.1711663770804317,1.092353908451768,-0.0004049708608309709,1.942970814050289,1.246428912486036,194.0025808032112,0.9552028463914777,0.9552028463914777
3.206206739943008,1.0923641764324343,0.0009990339576728634,1.946133218173582,1.2494525460803356,196.23664205776538,0.9620988717763841,0.9620988717763841
3.241059099298677,1.0924239177315207,0.00243415647695286,1.9487732349585278,1.2523899566237977,198.18352306537798,0.9684765908624212,0.9684765908624212
3.2771396446920398,1.0925389008208743,0.003941663491712459,1.9510155029409346,1.255352668889434,199.93250526394525,0.9745451754172376,0.9745451754172376
3.3145007422103467,1.0927154095178029,0.00550602037920377,1.9528573186188294,1.258332285989933,201.48516179221375,0.9802333604440393,0.9802333604440393
3.353234288780225,1.0929598346298568,0.0071100249864814655,1.9543041635676934,1.2613225057908135,202.84976871858169,0.9854731963997752,0.9854731963997752
3.3934613833024576,1.0932786953755653,0.008734039515625666,1.9553686135451784,1.2643179217710216,204.0406389832248,0.9901974449085844,0.9901974449085844
3.4353450177464517,1.0936787606581209,0.010355962235872556,1.9560707410883047,1.2673145677021485,205.07860082390886,0.9943403332835928,0.9943403332835928
3.479110592771478,1.0941673164847572,0.011951133969884491,1.9564385135991216,1.2703107376585596,205.99163785654264,0.997837918906536,0.997837918906536
3.5250827260831628,1.0947527308378546,0.013492133726716276,1.9565082774839195,1.2733084218043484,206.81597789832801,1.0006277366842444,1.0006277366842444
3.573758404715164,1.0954456898240448,0.014948346312337466,1.9563254637293228,1.2763161417430633,207.598260837313,1.0026468142894454,1.0026468142894454
3.625975000093013,1.0962622045708728,0.016285043001604427,1.9559458179289866,1.2793555111627748,208.40053542773643,1.0038254498202683,1.0038254498202683
3.6833947985617375,1.0972325799437146,0.017461309699604,1.9554379578645282,1.2824804838989587,209.3144208589173,1.0040671036107431,1.0040671036107431
3.750663675828447,1.098442139828353,0.018424607026737556,1.954890172382356,1.2858651125356133,210.52168715185238,1.0031566494188173,1.0031566494188173
3.816364145576726,1.0996713782179102,0.018921473143811804,1.9545597366692269,1.2889012328598897,211.92543747051786,1.0012800075914732,1.0012800075914732
3.8735382784179464,1.1007569447993273,0.01899796266562975,1.9545334054429517,1.2913434129463235,213.37410937501147,0.9990650846332225,0.9990650846332225
3.930529264354779,1.101834190715094,0.018753932923901744,1.954808775533822,1.293608700621194,215.05209266372952,0.9965034944162166,0.9965034944162166
3.9846915771314877,1.1028372236021282,0.018239626703392707,1.9553810151535425,1.2956196274638632,216.87009700858425,0.9938966476202337,0.9938966476202337
4.037010806069642,1.1037731198489813,0.01749821665814255,1.9562329447630191,1.2974439490561858,218.82789078511863,0.9913506755025602,0.9913506755025602
4.088106743982783,1.104644106977413,0.016560430294347086,1.9573457157457068,1.2991253702232748,220.91715284511164,0.9889495834545835,0.9889495834545835
4.138323861116541,1.1054486328188036,0.015452338594563254,1.9586952757841278,1.300692067940355,223.11979345348496,0.9867677337862927,0.9867677337862927
4.187877333700451,1.106183882561663,0.01419767863416984,1.9602521342222914,1.302164342361967,225.4108580474386,0.9848697199929524,0.9848697199929524
4.236913829304233,1.1068467937609197,0.01281871231063844,1.9619818251213375,1.303557807044734,227.75999222265764,0.9833107656251715,0.9833107656251715
4.28553962294682,1.1074345007590487,0.011336585886765189,1.9638455277539242,1.3048848924747014,230.13231877135328,0.9821373216675875,0.9821373216675875
4.333835701881302,1.1079445519079825,0.009771463244329134,1.9658007342406834,1.3061556563774415,232.48912047652297,0.9813876678026999,0.9813876678026999
4.3818668954804645,1.1083750177186702,0.008142544484434376,1.967801921353611,1.3073782662669473,234.788467352507,0.9810924999763392,0.9810924999763392
4.429688030776697,1.1087245372635235,0.006468022595597502,1.969801200900388,1.3085593129004724,236.98584050897367,0.9812755222873539,0.9812755222873539
4.477348635370713,1.1089923237184467,0.004765004021466546,1.9717489271962838,1.309704033241093,239.0347670635817,0.981954069893109,0.981954069893109
4.52489713846215,1.1091781378259733,0.0030494043933019287,1.9735942372473614,1.310816486657111,240.8874560611773,0.9831397995432842,0.9831397995432842
4.572385394043945,1.1092822306563783,0.0013358197534005338,1.9752854897875796,1.3118997130148593,242.4954015910851,0.9848395062831697,0.9848395062831697
4.61987459484383,1.1093052495454014,-0.000362639610098963,1.9767705481423201,1.3129558978895632,243.8098855910996,0.9870561746656222,0.9870561746656222
4.667444477755823,1.109248088368655,-0.0020345893126444163,1.977996803367504,1.3139865785623905,244.78224886082256,0.98979048864075,0.98979048864075
4.717378135543655,1.1091035961239832,-0.003743838163265724,1.9789437887389212,1.3150379313110867,245.3799099659332,0.9932027931514572,0.9932027931514572
4.7710204179447,1.1088549777999286,-0.005512854856624383,1.9795048734901184,1.3161300134080036,245.4817892879201,0.997466630611493,0.997466630611493
4.829485115880122,1.1084785772847294,-0.00734542566065927,1.9794959441761855,1.3172716308546026,244.89134900603668,1.0027844307055913,1.0027844307055913
4.895418347758604,1.1079298279369623,-0.009274472206991997,1.9786035564700635,1.3184899921388877,243.2748875665379,1.0095607913966396,1.0095607913966396
4.979173112702177,1.1070583250934662,-0.011491010199094594,1.9759500597448505,1.3199138813363762,239.67639474177244,1.01923134537296,1.01923134537296
5.04563076737945,1.1062418073003621,-0.013051864280359303,1.972510823877494,1.3209275477264064,235.55169667821156,1.0276292401455869,1.0276292401455869
5.111356574621219,1.1053380467311669,-0.014420092587821207,1.9678592607989478,1.3218118453599423,230.36902174574107,1.036449068819878,1.036449068819878
5.172846308961698,1.1044160206268518,-0.015544975225981606,1.9623248375347841,1.3225178348350795,224.55627267601776,1.0450643410140312,1.0450643410140312
5.231886772420111,1.1034697006672685,-0.016490411900653205,1.9558977257999486,1.3230717764919646,218.14531029823752,1.0535785354218505,1.0535785354218505
5.289526237645038,1.1024954697494678,-0.017295348224025613,1.9485484889940077,1.3234829532625927,211.1622193717192,1.06203919997094,1.06203919997094
5.3463282532414516,1.1014929963921474,-0.017985809503513233,1.940255873630621,1.3237510976174804,203.65038181949254,1.0704467764024401,1.0704467764024401
5.40266575567377,1.1004625220135678,-0.018583024387662135,1.9309992253632038,1.3238714633911544,195.6597493398364,1.0787862692617587,1.0787862692617587
5.458829325695635,1.0994038373788577,-0.019106342340126693,1.920754320375525,1.3238364582915472,187.24208590404382,1.087038745486294,1.087038745486294
5.515075101386697,1.0983157972198871,-0.019574523270282754,1.9094902723636749,1.3236361030838968,178.44844298133148,1.0951862224798827,1.0951862224798827
5.571653032071377,1.0971959496290056,-0.02000648351715891,1.8971659462566997,1.3232579448859603,169.32715590271144,1.103214509104519,1.103214509104519
5.628829274797625,1.0960401226935108,-0.02042187954542626,1.8837249939377263,1.3226865537996695,159.92180017233179,1.1111154710630775,1.1111154710630775
5.686910123523445,1.0948418475321064,-0.020841736870103475,1.8690883525117876,1.3219025277965695,150.26870366491036,1.1188894743667326,1.1188894743667326
5.74627493143795,1.0935914397653546,-0.0212893260345942,1.8531420194912172,1.3208807261910611,140.39338335398193,1.1265487574199669,1.1265487574199669
5.807430950786027,1.0922743782747995,-0.021791616693915324,1.8357153264319819,1.3195870562669667,130.3045443948763,1.1341230296048106,1.1341230296048106
5.871120703856826,1.0908680975538205,-0.022382059903900756,1.816537732602161,1.317972102377489,119.98215285950566,1.1416703568741184,1.1416703568741184
5.938573560155882,1.0893345613396745,-0.023106863336930378,1.7951380545453903,1.315956491728543,109.34878287971493,1.1493024453096694,1.1493024453096694
6.012271860390606,1.0875981295397041,-0.024043209619906768,1.7705412584840157,1.3133877781303465,98.17966013181973,1.1572609417937403,1.1572609417937403
6.09982389697856,1.0854362346500392,-0.02538692193276119,1.7397558551477241,1.3098300294335612,85.63441888855948,1.1663000815369557,1.1663000815369557
6.17600807194714,1.0834502651994957,-0.026786616393938274,1.7116456047851392,1.3062808834282633,75.43272661796246,1.1739182980177953,1.1739182980177953
6.251112839130708,1.0813795490079403,-0.028394255945810902,1.6827651026905026,1.302364755477218,66.07110083203104,1.1813339599161752,1.1813339599161752
6.31995715875559,1.0793680257029163,-0.0300764499545179,1.6552836061273712,1.2984081130087162,58.11573543873819,1.1881664127295988,1.1881664127295988
6.3854426252142416,1.0773408505743292,-0.03186699287622666,1.6282417508898932,1.2943161455787224,51.109790437370414,1.1948023944911006,1.1948023944911006
6.449160541192777,1.0752500382983812,-0.03378998631873142,1.601067649669746,1.290024510441208,44.816098320821986,1.2014844442949804,1.2014844442949804
6.511904496196218,1.0730659268589278,-0.035858855601174675,1.5734483264329786,1.2854962035549125,39.115801012452465,1.2083733982436842,1.2083733982436842
6.5741663570055335,1.0707649068410705,-0.03808400483045633,1.5451571869842666,1.2807019177293029,33.936540517767206,1.215601271791651,1.215601271791651
6.63629844005162,1.0683252561820922,-0.04047561695490476,1.515997131409375,1.2756134457009378,29.228944057674106,1.223289646040733,1.223289646040733
6.698575813587398,1.0657254321454093,-0.043044985032256504,1.4857783635583048,1.2702010629291303,24.95718028886921,1.2315577380818503,1.2315577380818503
6.761225023609515,1.0629431546168755,-0.04580548430101698,1.4543074557282325,1.2644321168465709,21.094240348928746,1.2405270544500788,1.2405270544500788
6.824437573786274,1.0599548473885345,-0.0487734812178046,1.4213815297622983,1.2582701517747847,17.61920184761418,1.250324557333751,1.250324557333751
6.888374054079589,1.0567353431352597,-0.051969260779457405,1.3867860132459944,1.251674468575398,14.515426469073981,1.2610848774260728,1.2610848774260728
6.953160383941161,1.053257915541966,-0.05541794944194599,1.3502963474857044,1.244600291130259,11.769195362384849,1.2729514538498226,1.2729514538498226
7.01887558388969,1.0494948305635379,-0.05915030506258634,1.3116853468549194,1.2369999477737974,9.368494258474305,1.2860759412763967,1.2860759412763967
7.085529810862544,1.045418727793853,-0.06320310826249226,1.2707389415784491,1.2288256999619842,7.301738981894332,1.3006146764042252,1.3006146764042252
7.153032832089073,1.041005180144493,-0.06761875391336908,1.227283087838908,1.2200349147869824,5.556271790541004,1.3167206706528019,1.3167206706528019
7.221158548488361,1.036236528461449,-0.07244366256299317,1.181221783407157,1.2105977746918788,4.1165407095831075,1.3345302830380754,1.3345302830380754
7.289521717374768,1.0311062455430258,-0.07772562899492767,1.1325778621026883,1.2005060615554162,2.9621046727581315,1.3541467511919258,1.3541467511919258
7.357593338129854,1.0256216837164807,-0.08351141998889068,1.0815156558503354,1.1897788231104993,2.0660462206988712,1.375628455588649,1.375628455588649
7.424774659180235,1.0198022931718012,-0.0898471454440387,1.028319560108852,1.1784592668909188,1.3947891711285303,1.3989940065083506,1.3989940065083506
7.49051354619172,1.013672269563396,-0.09678330040034605,0.9733225644934772,1.1666009062957088,0.9100819553488466,1.4242505672738899,1.4242505672738899
7.554406942732127,1.0072506545913986,-0.1043833365809192,0.9168165072312531,1.1542488568753737,0.5727167396734871,1.4514360075272528,1.4514360075272528
7.616239885449787,1.0005437951455247,-0.11273232014673652,0.858989646767764,1.141425728182957,0.34639229808944993,1.4806559226243088,1.4806559226243088
7.6759612582371055,0.9935424452897836,-0.12194354116559614,0.7999097449631482,1.1281264019278077,0.2002589300103451,1.5121047811256456,1.5121047811256456
7.733631582439706,0.9862221760598441,-0.13216392520287615,0.7395378912692047,1.1143190137713401,0.10978584798401911,1.546074839748276,1.546074839748276
7.789374592147538,0.9785445821805996,-0.14358069943845922,0.6777499143287353,1.0999472532678323,0.05643527125742999,1.5829625652548354,1.5829625652548354
7.843345350377311,0.9704575101713029,-0.15643191018804734,0.6143509935757563,1.0849305282020327,0.026776365772441996,1.623280556649834,1.623280556649834
7.895714604427971,0.9618934304369976,-0.17102349688433024,0.5490785460121167,1.0691601804324027,0.01146383786079107,1.667679760807977,1.667679760807977
7.946663522130645,0.9527656645162785,-0.18775618080293713,0.4815947105489287,1.0524907924393998,0.004282275880923138,1.7169835457293525,1.7169835457293525
7.996372341035097,0.9429644516592666,-0.20716257785777797,0.4114873422995685,1.0347290461497534,0.001324227519608552,1.772218863906773,1.772218863906773
8.04491098315674,0.9323742609730862,-0.22991106260547647,0.33842777994361917,1.015655546453313,0.00031145403853702016,1.8344975081007884,1.8344975081007884
8.085821251952105,0.9225125300544798,-0.2528604323438987,0.2728654998916189,0.9979458862010377,6.403926159659325e-05,1.8947101740921553,1.8947101740921553
8.119490125415938,0.9136347039126218,-0.27506221618711096,0.21586113831606618,0.9819786929371955,1.1604578055536517e-05,1.9504081021148147,1.9504081021148147
8.146863481865303,0.9058269324257151,-0.29585833943788226,0.16730404104779847,0.9678474891532114,1.8359532620971072e-06,2.0001333434367097,2.0001333434367097
8.168909272871819,0.8990999010047654,-0.3147718499204437,0.1266613836382701,0.955537422418943,2.484078090198167e-07,2.0430523843130475,2.0430523843130475
8.186480450765849,0.8934245444578439,-0.33147212749782057,0.09324797041005328,0.9449894354672412,2.785357029146868e-08,2.0788244921808134,2.0788244921808134
8.200284711071726,0.8887515216793523,-0.34574914098999404,0.06635462785447048,0.936132185196732,2.4806244836569714e-09,2.1075052853139664,2.1075052853139664
8.21091445936248,0.8850143788284103,-0.357516811497044,0.04526486960354806,0.9288825672469053,1.6556982985330892e-10,2.1295106832680624,2.1295106832680624
8.218876468609382,0.8821311067071469,-0.36681198507243934,0.02925896821276815,0.923141605516595,7.63035964672826e-12,2.145556122271832,2.145556122271832
8.224614616957913,0.8800063953561416,-0.37378366569409227,0.017619543184010114,0.9187904683484475,2.1545833993494722e-13,2.156566310922765,2.156566310922765
8.228520747146167,0.8785368478837603,-0.37866662381767,0.009650634443778124,0.9156922668684724,3.1492774817087637e-15,2.1635592214477715,2.1635592214477715
8.230924634010165,0.877622904518815,-0.381728726004569,0.004730072008088179,0.9137098720718376,2.124368775401212e-17,2.1675112434625485,2.1675112434625485
8.231405411382966,0.8774392295597672,-0.38234646108709636,0.0037446187557419455,0.9133040683856497,4.1340201551829685e-18,2.168252207623111,2.168252207623111
8.231886188755766,0.8772552571781824,-0.3829659839683701,0.00275875607993329,0.9128943120708363,4.862672038669593e-19,2.168970610166064,2.168970610166064
8.232253805419289,0.8771143852395763,-0.38344090004026077,0.0020046732198390686,0.9125779104785007,5.196354334722564e-20,2.169501658048115,2.169501658048115
8.232621422082811,0.8769733385205534,-0.3839168685707031,0.0012503752064805967,0.912258290634761,1.9062822614682106e-21,2.1700129949809335,2.1700129949809335
8.232870503141093,0.8768776718722484,-0.3842399638560718,0.0007391807514522122,0.9120394574719545,4.8064853832433566e-23,2.17034507036939,2.17034507036939
8.233119584199375,0.8767819246865751,-0.3845635447084633,0.00022790040573055935,0.9118180902426309,1.2719112383290311e-26,2.1706605257482403,2.1706605257482403
8.23314251040066,0.8767731077636604,-0.38459335254157456,0.0001808365346178137,0.9117975357804834,2.5189165355670524e-27,2.1706883555882204,2.1706883555882204
8.233165436601944,0.8767642901573179,-0.38462316449731354,0.00013377202371232867,0.9117769387610221,3.053072036912307e-28,2.1707158938127757,2.1707158938127757
8.233188362803228,0.8767554718674534,-0.38465298057643005,8.670688574792876e-05,0.9117562919989219,1.4673188970539517e-29,2.1707430890711015,2.1707430890711015
8.233211289004512,0.8767466528939721,-0.3846828007796731,3.964113620634993e-05,0.9117355825806686,6.125498997668374e-32,2.170769849090178,2.170769849090178
8.233215874244769,0.8767448890172336,-0.38468876531528273,3.022791461100851e-05,0.9117314309851327,9.18269177396756e-33,2.170775133196136,2.170775133196136
8.233220459485025,0.8767431251131458,-0.3846947300158933,2.081466958408695e-05,0.9117272751904231,6.740517368610575e-34,2.170780387797827,2.170780387797827
8.233225044725282,0.8767413611817081,-0.3847006948815108,1.1401401386612066e-05,0.9117231142941192,9.972593443092714e-36,2.170785606448732,2.170785606448732
8.233229629965539,0.8767395972229196,-0.3847066599121412,1.988110356755911e-06,0.9117189462109246,4.888524147755934e-41,2.170790774252923,2.170790774252923
8.23323054701359,0.8767392444278798,-0.38470785293806936,1.0544945405882529e-07,0.9117181110792153,5.773025513983085e-50,2.1707917970502493,2.1707917970502493
8.233230583695512,0.8767392303160554,-0.38470790065924376,3.014299954337836e-08,0.9117180776457037,9.003230050729543e-54,2.170791837760808,2.170791837760808
8.233230591031896,0.8767392274936903,-0.38470791020347994,1.5081708471598076e-08,0.911718070958162,7.0671915132270835e-56,2.1707918458969284,2.1707918458969284
8.23323059836828,0.8767392246713251,-0.3847079197477165,2.041734365935889e-11,0.9117180642700788,5.889626178177153e-76,2.170791854029181,2.170791854029181
