tau,R,V,H,Uc,Lr,Lc,L
0.0,1.4,0.0,1.0,1.0,10.541350399999974,0.06776036154587126,5.304555380772922
0.001,1.399999769093225,-0.00046181841422328796,0.9993989253663251,0.9984579923228109,10.497065210722887,0.06744747265822498,5.282256341690556
0.006,1.3999916864788162,-0.0027713495244884112,0.9964396880654423,0.9909380368676698,10.280998998197626,0.06593801107709239,5.173468504637359
0.022963795444586488,1.3998781777092602,-0.01061255895322016,0.9869390789602195,0.9676314983111192,9.60868871965771,0.061433893879963807,4.835061306768837
0.03988385003645531,1.3996323854200357,-0.018442294969045363,0.9782149126822793,0.947414423602213,9.018573205003845,0.05774416607733068,4.538158685540588
0.05723531244165427,1.3992426559507847,-0.026481145161182416,0.9699572407052447,0.9293834820059146,8.48241231176058,0.0546311772422596,4.268521744501419
0.07503767792361331,1.3986977368873155,-0.0347394032996069,0.9621292242126522,0.913325146750139,7.992836876107696,0.0520098101489185,4.022423343128307
0.09332923138141927,1.3979846069369837,-0.04323632876024637,0.954692626215058,0.8990307442258048,7.543305620170054,0.049808620658040856,3.7965571204140476
0.11214954566755594,1.3970885142472127,-0.0519920887606269,0.9476159173651987,0.8863154748696082,7.128429933829736,0.047970430749744185,3.5882001822897402
0.13154063882332856,1.3959927447249612,-0.061028341865469495,0.9408728812530608,0.8750149240685966,6.743708440447578,0.04644950514949018,3.395078972798534
0.15154739951592275,1.3946783619531908,-0.07036849355569057,0.9344418356105334,0.8649828936030508,6.385344866401189,0.04520953624477597,3.2152772013229827
0.17221805386515887,1.3931238969159527,-0.08003798389793064,0.9283050372785145,0.8560896163964464,6.050108221668774,0.04422213976605689,3.0471651807174154
0.19360464847513578,1.3913049810719018,-0.09006459802505982,0.9224482417891043,0.8482203001046362,5.735224620306915,0.04346575886700762,2.8893451895869613
0.21576355357193142,1.3891939140599268,-0.10047880413613104,0.916860386717205,0.8412739383217368,5.438292584233025,0.04292490367749086,2.740608743955258
0.23875598150408556,1.386759156528994,-0.11131412021043033,0.9115333781730939,0.8351623470884714,5.157216074834525,0.04258968042731811,2.599902877630922
0.262648504731962,1.3839647386507028,-0.12260750586091823,0.9064619667475864,0.8298093972215881,4.890151146827993,0.04245558656220557,2.466303366695099
